domain_index,canonical_smiles,D,xtb_lowest_energy_mu,vector_mu,xtb_abs_error,vector_abs_error,absolute_error_gain
375,C#CC#[14N],3.889954116251849,3.6989998817443848,4.037880897521973,0.19095423450746418,0.1479267812701237,0.043027453237340474
376,C#CC#[15N],3.889913513069274,3.6989998817443848,4.038558483123779,0.19091363132488937,0.14864497005450517,0.0422686612703842
379,C#CC(=C)OC,1.540982609020364,1.1380000114440918,1.229819655418396,0.4029825975762722,0.311162953601968,0.0918196439743042
414,C#CC(=N)OCC(N)=O,3.1636090564372994,3.749000072479248,3.0447399616241455,0.5853910160419487,0.11886909481315389,0.46652192122879477
430,C#CC(=NCC)NC=O,4.968218731428469,5.188000202178955,3.4001705646514893,0.21978147075048593,1.56804816677698,-1.348266696026494
445,C#CC(=O)C#CC1CN1,3.8923467910406377,4.103000164031982,2.9505648612976074,0.21065337299134468,0.9417819297430303,-0.7311285567516856
452,C#CC(=O)C#CCCO,4.963888546341249,2.687999963760376,4.4058837890625,2.2758885825808735,0.5580047572787494,1.717883825302124
476,C#CC(=O)C(=O)C1CO1,1.767388269445887,2.359999895095825,1.2288575172424316,0.5926116256499383,0.5385307522034553,0.054080873446483047
487,C#CC(=O)C(=O)NC=N,2.2458804114159023,2.628000020980835,2.652412176132202,0.3821196095649326,0.4065317647162998,-0.024412155151367188
493,C#CC(=O)C(=O)OCC,1.7438670026808314,1.777999997138977,1.820948839187622,0.03413299445814566,0.07708183650679068,-0.04294884204864502
514,C#CC(=O)C(C)(O)C#N,2.9248128713335726,3.9560000896453857,2.95902419090271,1.0311872183118131,0.034211319569137366,0.9969758987426758
538,C#CC(=O)C(C)N(C)C,2.968477186296131,3.140000104904175,3.095572710037231,0.1715229186080438,0.1270955237411,0.0444273948669438
558,C#CC(=O)C(N)=NCC,2.4757275050290253,1.190000057220459,1.6781114339828491,1.2857274478085663,0.7976160710461762,0.48811137676239014
571,C#CC(=O)C(O)CC#N,5.410167138312812,0.4650000035762787,5.847471714019775,4.945167134736534,0.43730457570696313,4.5078625590295704
658,C#CC(=O)C1COC=N1,2.038767079838707,2.0,2.049267530441284,0.0387670798387072,0.010500450602576983,0.028266629236130214
659,C#CC(=O)C1COCO1,3.3062700293143195,2.187999963760376,2.284552574157715,1.1182700655539435,1.0217174551566046,0.09655261039733887
679,C#CC(=O)C=CC,3.301195113912591,4.3470001220703125,3.991706609725952,1.0458050081577217,0.6905114958133614,0.35529351234436035
681,C#CC(=O)CBr,2.7071615327685277,2.930999994277954,2.892348289489746,0.22383846150942643,0.18518675672121843,0.03865170478820801
742,C#CC(=O)CCCO,4.546247868502592,3.5390000343322754,3.922413110733032,1.0072478341703164,0.62383475776956,0.3834130764007564
745,C#CC(=O)CCNC=O,4.02606133040497,3.1600000858306885,2.209629774093628,0.8660612445742819,1.8164315563113425,-0.9503703117370605
746,C#CC(=O)CCO,1.4068415290310776,4.2729997634887695,1.8138833045959473,2.866158234457692,0.40704177556486965,2.4591164588928223
747,C#CC(=O)CCOC,1.7654007852396711,3.496999979019165,2.59741473197937,1.731599193779494,0.832013946739699,0.8995852470397949
753,C#CC(=O)CN(C)C=O,5.893743401517861,4.247000217437744,4.5631279945373535,1.6467431840801172,1.3306154069805078,0.3161277770996094
762,C#CC(=O)CNCC#N,6.116221743014342,0.6460000276565552,5.404824733734131,5.470221715357787,0.7113970092802111,4.758824706077576
783,C#CC(=O)N(C)C,4.059562542684679,4.486000061035156,4.0994391441345215,0.42643751835047716,0.0398766014498424,0.38656091690063477
794,C#CC(=O)N(C)CC=O,4.346910599364441,4.13100004196167,4.008851051330566,0.2159105574027711,0.3380595480338746,-0.12214899063110352
798,C#CC(=O)N(C)O,3.4090444483539613,3.937000036239624,3.8121960163116455,0.5279555878856628,0.40315156795768425,0.12480401992797852
840,C#CC(=O)NC(C)C#C,3.538622275531906,4.214000225067139,3.1744048595428467,0.6753779495352328,0.3642174159890592,0.31116053354617357
860,C#CC(=O)NCC(N)=O,3.4427272429844606,3.3940000534057617,4.295887470245361,0.048727189578698926,0.8531602272609007,-0.8044330376822018
863,C#CC(=O)NCC1CO1,2.3678785424858337,2.371999979019165,3.335123300552368,0.004121436533331302,0.9672447580665344,-0.9631233215332031
872,C#CC(=O)NCO,3.348381886451556,3.361999988555908,3.76523232460022,0.013618102104352214,0.4168504381486642,-0.40323233604431197
878,C#CC(=O)NSS,3.092899717969087,3.5220000743865967,3.0774178504943848,0.42910035641750977,0.015481867474702149,0.4136184889428076
892,C#CC(=O)OC1(C)CC1,1.8192590623158544,2.1700000762939453,0.7222303152084351,0.3507410139780909,1.0970287471074194,-0.7462877331293285
899,C#CC(=O)OC=N,0.6705482079511959,3.5350000858306885,0.7882416248321533,2.8644518778794925,0.11769341688095747,2.746758460998535
902,C#CC(=O)OCC,2.112161076005031,2.2130000591278076,1.9284027814865112,0.1008389831227765,0.18375829451851988,-0.08291931139574338
909,C#CC(=O)OCC1CN1,0.5329473307720045,1.0859999656677246,1.1297214031219482,0.5530526348957201,0.5967740723499437,-0.04372143745422363
913,C#CC(=O)OCCBr,1.3380482797272526,2.994999885559082,1.1391301155090332,1.6569516058318294,0.1989181642182194,1.45803344161361
916,C#CC(=O)OCCC=O,2.8081021446026733,4.738999843597412,2.086508274078369,1.9308976989947388,0.7215938705243041,1.2093038284704347
947,C#CC(=O)c1ncno1,2.193613341707203,3.4079999923706055,2.1102278232574463,1.2143866506634025,0.08338551844975672,1.1310011322136457
949,C#CC(=O)c1nnon1,3.1998607159636436,2.7809998989105225,3.1781671047210693,0.41886081705312117,0.021693611242574296,0.3971672058105469
965,C#CC(C#C)C#N,3.6444625866913585,3.4179999828338623,3.5349884033203125,0.22646260385749617,0.10947418337104597,0.1169884204864502
999,C#CC(C#C)NCC#N,4.147115265860808,3.9210000038146973,4.083591461181641,0.2261152620461111,0.06352380467916774,0.16259145736694336
1003,C#CC(C#C)OC(C)C,1.5257544030162942,1.5010000467300415,0.6819079518318176,0.024754356286252666,0.8438464511844765,-0.8190920948982239
1020,C#CC(C#CC)C(N)=O,4.483979152885899,4.376999855041504,3.1864118576049805,0.1069792978443953,1.2975672952809187,-1.1905879974365234
1044,C#CC(C#N)(CC)CO,3.0793055159789704,3.1579999923706055,3.1316123008728027,0.07869447639163507,0.05230678489383234,0.026387691497802734
1069,C#CC(C#N)C(C)OC,3.961257086154425,3.2699999809265137,4.385825157165527,0.6912571052279115,0.42456807101110217,0.26668903421680934
1093,C#CC(C#N)CC,3.891538122982058,3.5880000591278076,3.869736433029175,0.3035380638542504,0.02180168995288323,0.2817363739013672
1094,C#CC(C#N)CC#CC,3.712002318331968,3.4839999675750732,3.998044013977051,0.22800235075689468,0.28604169564508286,-0.05803934488818818
1118,C#CC(C#N)COCC,3.31342873329668,4.383999824523926,3.838479042053222,1.070571091227246,0.5250503087565423,0.5455207824707036
1120,C#CC(C#N)N(C)C=O,3.5674568743630672,4.283999919891357,3.3362059593200684,0.7165430455282902,0.23125091504299888,0.4852921304852913
1161,C#CC(C(N)=O)C(C)O,4.439539469451334,3.8489999771118164,3.842693090438843,0.5905394923395173,0.5968463790124905,-0.006306886672973189
1162,C#CC(C(N)=O)C(N)=O,2.898137823662443,3.242000102996826,2.7961173057556152,0.3438622793343833,0.10202051790682765,0.24184176142755565
1171,C#CC(C)(C#C)C1CO1,1.4293300159142963,1.7730000019073486,0.6573448181152344,0.3436699859930523,0.7719851977990619,-0.4283152118060096
1208,C#CC(C)(C)C(=O)C=O,1.1585069848348484,1.3899999856948853,0.7112057209014893,0.23149300086003688,0.4473012639333591,-0.21580826307332224
1244,C#CC(C)(C)OC(N)=O,1.9057379410877024,2.4860000610351562,1.907246470451355,0.5802621199474538,0.0015085293636525332,0.5787535905838013
1260,C#CC(C)(C=O)OC,1.3759284607447697,3.0869998931884766,2.0426433086395264,1.7110714324437069,0.6667148478947567,1.0443565845489502
1311,C#CC(C)(O)C(F)(F)F,2.1091369925441183,2.621000051498413,2.226912260055542,0.5118630589542947,0.11777526751142364,0.3940877914428711
1326,C#CC(C)(O)CNC=O,3.5482722953045185,4.6570000648498535,3.5723555088043213,1.108727769545335,0.024083213499802802,1.0846445560455322
1360,C#CC(C)C(=O)CC,2.3676002071282554,2.819999933242798,1.984715700149536,0.4523997261145425,0.38288450697871945,0.06951521913582304
1388,C#CC(C)C(C)=O,2.355190590267937,2.7950000762939453,2.066607713699341,0.4398094860260082,0.28858287656859627,0.15122660945741195
1396,C#CC(C)C(C)OC,1.2700957842337417,0.8569999933242798,1.6413527727127075,0.4130957909094619,0.3712569884789658,0.04183880243049609
1397,C#CC(C)C(C)OC=N,3.94524883290285,0.9359999895095825,4.258333206176758,3.0092488433932676,0.3130843732739077,2.69616447011936
1475,C#CC(C)CC(N)C#N,2.9456479208381965,2.566999912261963,3.064567804336548,0.3786480085762336,0.11891988349835136,0.25972812507788223
1494,C#CC(C)CNC(C)=O,3.7092084369737575,3.746000051498413,2.5923545360565186,0.036791614524655625,1.116853900917239,-1.0800622863925833
1496,C#CC(C)CNC=O,3.932149073479265,3.868000030517578,3.396417140960694,0.06414904296168666,0.535731932518571,-0.4715828895568843
1500,C#CC(C)COC(C)=O,2.201589100597866,2.183000087738037,0.780224084854126,0.018589012859828724,1.4213650157437399,-1.4027760028839111
1519,C#CC(C)N(C=O)CC,4.109590499337687,4.369999885559082,3.612653970718384,0.2604093862213954,0.4969365286193028,-0.2365271423979074
1536,C#CC(C)NC(=O)NC,3.4742216947773232,4.389999866485596,3.5965421199798584,0.9157781717082725,0.12232042520253517,0.7934577465057373
1541,C#CC(C)NC=O,3.5405635343935447,4.204999923706055,2.822181701660156,0.66443638931251,0.7183818327333888,-0.053945443420878814
1578,C#CC(C)OCC(C)C,1.4558931012113736,1.0,0.8866931796073914,0.4558931012113736,0.5691999216039823,-0.11330682039260864
1587,C#CC(C)OCCC=O,2.967549589114083,3.7720000743865967,2.5248632431030273,0.8044504852725138,0.4426863460110555,0.36176413926145834
1610,C#CC(C=O)C1COC1,2.9567488417232113,0.7990000247955322,2.4281222820281982,2.157748816927679,0.528626559695013,1.629122257232666
1612,C#CC(C=O)CC#N,5.201295004784949,3.365999937057495,3.5371477603912354,1.8352950677274542,1.664147244393714,0.17114782333374023
1631,C#CC(C=O)OC(C)=O,2.5418071253934564,3.5380001068115234,2.1520297527313232,0.996192981418067,0.3897773726621332,0.6064156087559338
1691,C#CC(CC)C1CO1,1.8975675067837432,1.5379999876022339,1.0634629726409912,0.3595675191815093,0.834104534142752,-0.4745370149612427
1744,C#CC(CCC)OCC,0.9332779270767934,1.2869999408721924,0.5830264091491699,0.353722013795399,0.35025151792762343,0.0034704958677755915
1758,C#CC(CCl)OC=O,2.2934903026089373,2.568000078201294,1.8239532709121704,0.2745097755923567,0.46953703169676686,-0.19502725610441018
1797,C#CC(CO)NC(N)=O,2.7532133071901,3.9649999141693115,2.1722865104675293,1.2117866069792114,0.5809267967225709,0.6308598102566405
1817,C#CC(COC)C(C)O,1.319824939742199,1.8990000486373901,1.2770847082138062,0.5791751088951911,0.0427402315283929,0.5364348773667982
1882,C#CC(N)C#CC(N)=O,3.3265694466500775,4.993000030517578,3.257111072540283,1.6664305838675006,0.06945837410979427,1.5969722097577064
1925,C#CC(NC=O)C(C)C,3.6381327703890953,4.079999923706055,4.079390525817871,0.44186715331695936,0.44125775542877577,0.0006093978881835938
1983,C#CC(O)C(=N)NC=O,3.8915168552349497,4.264999866485596,3.802133560180664,0.373483011250646,0.08938329505428566,0.2840997161963603
2025,C#CC(O)C(C)C(N)=O,3.616903045101389,3.6679999828338623,4.377752780914307,0.05109693773247326,0.7608497358129176,-0.7097527980804443
2044,C#CC(O)C(O)C(N)=O,3.724876786713376,4.693999767303467,5.4522881507873535,0.9691229805900909,1.7274113640739777,-0.7582883834838867
2105,C#CC(O)CC(C)=O,4.020821987200803,4.445000171661377,3.7643303871154785,0.4241781844605743,0.2564916000853241,0.1676865843752502
2109,C#CC(O)CC(N)=O,3.74459652538354,3.2880001068115234,2.8264575004577637,0.4565964185720164,0.9181390249257761,-0.46154260635375977
2123,C#CC(O)CCNC=O,4.011881410901276,5.570000171661377,3.019613742828369,1.5581187607601006,0.9922676680729072,0.5658510926871934
2132,C#CC(O)CNC(N)=O,2.776097951915855,4.104000091552734,3.5786004066467285,1.3279021396368793,0.8025024547308734,0.5253996849060059
2146,C#CC(O)COCC=O,3.8526056584977297,1.4950000047683716,1.968080759048462,2.357605653729358,1.8845248994492678,0.47308075428009033
2231,C#CC1(C#C)COC1=N,2.2589422265957992,2.256999969482422,1.3680440187454224,0.0019422571133773658,0.8908982078503769,-0.8889559507369995
2232,C#CC1(C#C)COC1=O,3.846198608311855,4.034999847412109,2.8881146907806396,0.18880123910025448,0.9580839175312152,-0.7692826784309608
2249,C#CC1(C#CC#N)CN1,6.109420192151688,5.690999984741211,5.486563682556152,0.4184202074104775,0.6228565095955361,-0.2044363021850586
2260,C#CC1(C#N)C(C)N1C,5.448649119703582,4.499000072479248,3.2968814373016357,0.9496490472243337,2.151767682401946,-1.2021186351776123
2278,C#CC1(C#N)CC1C,4.553520381743616,3.9079999923706055,4.7292704582214355,0.6455203893730106,0.17575007647781948,0.4697703128951911
2283,C#CC1(C#N)CC1N,4.367604171789597,4.390999794006348,4.893284320831299,0.023395622216750844,0.525680149041702,-0.5022845268249512
2360,C#CC1(C(C)=O)CC1,2.191001314352493,2.742000102996826,2.1750473976135254,0.5509987886443333,0.01595391673896751,0.5350448719053658
2371,C#CC1(C(C)C#N)CC1,4.288484280691898,3.2190001010894775,3.2140464782714844,1.0694841796024201,1.0744378024204133,-0.004953622817993164
2432,C#CC1(C)C=CCCO1,1.3648483419403754,1.6670000553131104,1.159918189048767,0.30215171337273494,0.20493015289160832,0.09722156048112662
2444,C#CC1(C)CC(=O)N1C,3.922448620156887,4.482999801635742,3.5519752502441406,0.5605511814788553,0.37047336991274626,0.19007781156610903
2456,C#CC1(C)CC(O)C1=O,2.404956355440404,2.7920000553131104,1.923122525215149,0.38704369987270626,0.48183383022525517,-0.09479013035254891
2575,C#CC1(C)OC1C(C)C,2.0936362667173043,2.2699999809265137,1.7547037601470947,0.17636371420920938,0.33893250657020957,-0.1625687923610002
2599,C#CC1(C)OCC1O,2.5821214127072296,0.8299999833106995,1.3235012292861938,1.7521214293965302,1.2586201834210358,0.4935012459754944
2662,C#CC1(CC(N)=O)CC1,3.435817453011029,4.192999839782715,3.553199291229248,0.757182386771686,0.11738183821821924,0.6398005485534668
2785,C#CC1(N)C(C)C1C#N,3.120819240679602,4.230999946594238,3.700538158416748,1.1101807059146362,0.579718917737146,0.5304617881774902
2788,C#CC1(N)C=CNC1=O,3.060673703499236,3.0940001010894775,3.4680237770080566,0.03332639759024136,0.40735007350882046,-0.3740236759185791
2849,C#CC1(O)CC1NC=O,4.29285948143508,5.166999816894531,4.235995769500732,0.874140335459451,0.056863711934347805,0.8172766235251032
2854,C#CC1(O)CC=CC1=O,3.167856915576966,3.075000047683716,3.341067314147949,0.09285686789324998,0.17321039857098341,-0.08035353067773343
2863,C#CC1(O)CCOC1=N,2.7475296832136067,3.7160000801086426,2.1801040172576904,0.9684703968950359,0.5674256659559163,0.40104473093911963
2923,C#CC1(OC)CCOC1,1.692862837855371,2.453000068664551,1.7714020013809204,0.7601372308091798,0.07853916352554946,0.6815980672836304
2932,C#CC1(OC=N)CC1,3.619229914630533,2.7090001106262207,2.507300853729248,0.9102298040043122,1.1119290609012848,-0.20169925689697266
2952,C#CC1(OCCC)CC1,1.081547464883005,1.2510000467300415,0.0922382697463035,0.1694525818470365,0.9893091951367015,-0.819856613289665
2953,C#CC1(OCCO)CC1,1.954956457364168,2.0420000553131104,1.4722577333450315,0.08704359794894234,0.4826987240191365,-0.39565512607019415
2976,C#CC1=C(N)COC1=O,7.60943905947381,7.72599983215332,7.401082515716553,0.11656077267951037,0.2083565437572572,-0.09179577107774683
2985,C#CC1=CC(=O)C(=O)N1,6.698970253061231,7.073999881744385,6.1124348640441895,0.37502962868315404,0.5865353890170413,-0.21150576033388724
2993,C#CC1=CC(=O)CCN1,5.440910529238522,6.047999858856201,5.414524078369141,0.6070893296176791,0.026386450869381406,0.5807028787482977
3103,C#CC1=CS1,2.1791044417096805,2.8359999656677246,2.003453016281128,0.6568955239580441,0.1756514254285526,0.48124409852949146
3140,C#CC1=NNC(C)S1,2.4330602966639603,2.2669999599456787,2.068373918533325,0.16606033671828158,0.3646863781306351,-0.19862604141235352
3142,C#CC1C(=N)OC1(C)C,3.1016765178982872,3.009000062942505,3.4140148162841797,0.09267645495578236,0.31233829838589244,-0.21966184343011008
3146,C#CC1C(=N)OC1CC,2.844391019459639,2.5880000591278076,2.8674488067626953,0.2563909603318315,0.023057787303056188,0.23333317302877532
3363,C#CC1CC(=N)N1C=O,4.669904491628242,4.936999797821045,4.183122158050537,0.267095306192803,0.48678233357770484,-0.21968702738490187
3371,C#CC1CC(=NO)CO1,1.2015354862935832,1.5640000104904175,0.8572435975074768,0.3624645241968343,0.3442918887861064,0.01817263541072789
3372,C#CC1CC(=O)C(=N)N1,4.098262399464989,4.50600004196167,4.376708030700684,0.40773764249668076,0.27844563123569444,0.12929201126098633
3390,C#CC1CC(=O)C1O,2.062924305685883,3.444000005722046,1.937575101852417,1.3810757000361629,0.12534920383346604,1.2557264962026968
3421,C#CC1CC(C#N)C1,3.7254587726609,3.8010001182556152,3.268462896347046,0.07554134559471537,0.45699587631385397,-0.3814545307191386
3516,C#CC1CC1(C)C#N,3.903259154060072,3.7160000801086426,3.485161542892456,0.1872590739514295,0.418097611167616,-0.23083853721618652
3554,C#CC1CC1CC(N)=O,4.171485223354061,4.473999977111816,4.260630130767822,0.3025147537577553,0.08914490741376113,0.21336984634399414
3568,C#CC1CC1OC(C)=N,2.3283973406881513,1.6820000410079956,2.228704929351806,0.6463972996801557,0.0996924113363451,0.5467048883438106
3611,C#CC1CCC(=O)OC1,4.385031445892017,5.159999847412109,4.422365188598633,0.7749684015200922,0.0373337427066156,0.7376346588134766
3616,C#CC1CCC(C#N)O1,4.4305103326411555,4.13700008392334,4.616520881652832,0.2935102487178156,0.18601054901167657,0.10749969970613904
3642,C#CC1CCC1OC=O,4.511253216575447,2.86899995803833,3.896954536437988,1.6422532585371172,0.6142986801374595,1.0279545783996578
3655,C#CC1CCCCC1=O,3.181576966136382,3.364000082015991,3.3739025592803955,0.18242311587960902,0.19232559314401332,-0.009902477264404297
3721,C#CC1CN(C(C)=O)C1,3.8416309507843143,4.625999927520752,3.705916166305542,0.7843689767364377,0.13571478447877228,0.6486541922576654
3757,C#CC1CN=C(C)OC1,1.3209760021608044,1.2419999837875366,1.3702462911605835,0.07897601837326773,0.049270288999779144,0.029705729373488587
3820,C#CC1COC(=S)C1,4.328984836024019,5.333000183105469,4.472189903259277,1.0040153470814497,0.14320506723525828,0.8608102798461914
3920,C#CC1CSC(=O)S1,4.40862442891286,4.965000152587891,4.56635856628418,0.5563757236750302,0.15773413737131925,0.39864158630371094
3931,C#CC1N=CN(C)C1=O,3.26846133859947,3.1449999809265137,2.939943552017212,0.1234613576729564,0.32851778658225816,-0.20505642890930176
3945,C#CC1N=COCC1C,2.5298998813363296,2.4210000038146973,2.544661283493042,0.10889987752163233,0.0147614021567124,0.09413847536491993
3950,C#CC1NC(=N)OC1C,3.788360205387987,3.890000104904175,3.803217887878418,0.10163989951618779,0.014857682490430957,0.08678221702575684
4023,C#CC1NCC1(C)C#N,3.1112122369916264,2.63100004196167,3.721191883087158,0.4802121950299565,0.6099796460955318,-0.1297674510655753
4024,C#CC1NCC1(N)C#N,3.619859670033505,4.876999855041504,3.5912671089172363,1.2571401850079988,0.028592561116268733,1.2285476238917301
4029,C#CC1NCC1OC=O,5.22943475008688,1.5880000591278076,6.1562371253967285,3.6414346909590725,0.9268023753098484,2.714632315649224
4056,C#CC1OC(=N)CC1C,3.3226932596705168,3.191999912261963,3.0102317333221436,0.13069334740855387,0.3124615263483732,-0.18176817893981934
4100,C#CC1OC(C)C1(C)O,2.596131307203192,0.8830000162124634,2.357943534851074,1.7131312909907286,0.23818777235211774,1.4749435186386108
4112,C#CC1OC(C)CC1=O,2.466743732947678,2.490999937057495,2.295297622680664,0.024256204109817325,0.17144611026701373,-0.1471899061571964
4206,C#CC1OC1CCl,0.356986420332577,0.3100000023841858,0.864063024520874,0.0469864179483912,0.507076604188297,-0.46009018623990583
4211,C#CC1OC1COC=O,5.385004013421203,1.4079999923706055,4.466507434844971,3.9770040210505977,0.9184965785762325,3.0585074424743652
4293,C#CC1OCCC(C)O1,2.279497528909467,2.3959999084472656,1.822585940361023,0.11650237953779863,0.45691158854844405,-0.3404092090106454
4364,C#CCC#CCC(C)=O,2.6171174226958627,3.197000026702881,1.7515630722045898,0.5798826040070182,0.8655543504912728,-0.28567174648425464
4375,C#CCC#N,3.710036370671552,3.5929999351501465,3.693693161010742,0.1170364355214053,0.0163432096608096,0.1006932258605957
4376,C#CCC(=C)C#N,3.664690381779058,3.325000047683716,3.713946580886841,0.3396903340953421,0.049256199107782894,0.2904341349875592
4398,C#CCC(=O)C(=O)CO,1.6179149948449074,2.2269999980926514,0.5324978232383728,0.609085003247744,1.0854171716065346,-0.47633216835879066
4415,C#CCC(=O)C(N)=O,1.619598622357381,1.503999948501587,1.547593593597412,0.11559867385579414,0.07200502875996895,0.043593645095825195
4421,C#CCC(=O)C(O)O,2.5639360981266233,2.0769999027252197,1.7828694581985474,0.48693619540140354,0.7810666399280759,-0.29413044452667236
4430,C#CCC(=O)C1CCO1,1.8630239903720431,2.739000082015991,1.5693877935409546,0.8759760916439481,0.29363619683108855,0.5823398948128595
4443,C#CCC(=O)CC(C)=O,2.092143316277575,1.565999984741211,1.2964012622833252,0.526143331536364,0.7957420539942497,-0.26959872245788574
4466,C#CCC(=O)N1CCC1,4.228583734489057,4.618000030517578,3.8746345043182377,0.38941629602852146,0.3539492301708189,0.03546706585770254
4477,C#CCC(=O)NCC#N,4.099666366088916,4.431000232696533,3.923948049545288,0.33133386660761754,0.17571831654362757,0.15561555006398997
4478,C#CCC(=O)NCC=O,3.668404679622049,3.1760001182556152,4.6231465339660645,0.49240456136643385,0.9547418543440154,-0.4623372929775815
4479,C#CCC(=O)NCCC,3.353864440421724,4.547999858856201,2.8123762607574463,1.194135418434477,0.5414881796642779,0.6526472387701991
4484,C#CCC(=O)OC(C)C,1.9150184654696865,2.489000082015991,2.1480953693389893,0.5739816165463048,0.2330769038693028,0.34090471267700195
4485,C#CCC(=O)OC1CC1,1.7925587044532687,2.1659998893737793,2.198110342025757,0.3734411849205106,0.40555163757248813,-0.03211045265197754
4497,C#CCC(C#C)C(N)=O,3.5909778807352555,3.694000005722046,3.52918004989624,0.10302212498679042,0.06179783083901569,0.04122429414777473
4565,C#CCC(C)C#N,3.610678551188616,3.9059998989105225,3.357369899749756,0.2953213477219063,0.2533086514388603,0.04201269628304605
4585,C#CCC(C)CC#N,3.685222781672852,3.75,2.8965556621551514,0.06477721832714778,0.7886671195177009,-0.7238899011905531
4586,C#CCC(C)CC(C)=O,2.99977404516438,3.6689999103546143,2.0911877155303955,0.6692258651902341,0.9085863296339847,-0.2393604644437506
