domain_index,D,fusion_score,true_rank,predicted_rank
2044,3.724876786713376,0.8388546692099276,1488.0,539.0
2105,4.020821987200803,0.5567048616205218,1199.0,1775.0
2109,3.74459652538354,0.5844471297820282,1471.0,1659.0
2123,4.011881410901276,0.5789004904127751,1210.0,1684.0
2132,2.776097951915855,0.6322200024679062,2419.0,1446.0
2146,3.8526056584977297,0.3704483679971501,1378.0,2537.0
2231,2.2589422265957992,0.1801056406555352,2894.0,3373.0
2232,3.846198608311855,0.5915030302410615,1385.0,1629.0
2249,6.109420192151688,0.9475980321089708,142.0,176.0
2260,5.448649119703582,0.7114790974648909,314.0,1111.0
2278,4.553520381743616,0.8683953504787305,742.0,445.0
2283,4.367604171789597,0.9006487989393616,904.0,320.0
2360,2.191001314352493,0.3218985869780706,2962.0,2750.0
2371,4.288484280691898,0.6612967402192855,974.0,1327.0
2432,1.3648483419403754,0.0808817377492741,3609.0,3752.0
2444,3.922448620156887,0.6721554627339836,1308.0,1275.0
2456,2.404956355440404,0.2651510222961849,2766.0,2998.0
2575,2.0936362667173043,0.1711683041963765,3069.0,3402.0
2599,2.5821214127072296,0.111341176315544,2605.0,3641.0
2662,3.435817453011029,0.6470786123283183,1790.0,1381.0
2785,3.120819240679602,0.7782200319793743,2062.0,802.0
2788,3.060673703499236,0.5118882637516353,2131.0,1977.0
2849,4.29285948143508,0.7252254963520637,970.0,1040.0
2854,3.167856915576966,0.5462888643638983,2016.0,1827.0
2863,2.7475296832136067,0.3627994751903838,2448.0,2571.0
2923,1.692862837855371,0.1683906470336637,3403.0,3416.0
2932,3.619229914630533,0.4556194401233037,1599.0,2220.0
2952,1.081547464883005,0.0198421068225466,3772.0,3955.0
2953,1.954956457364168,0.1481595535320373,3206.0,3498.0
2976,7.60943905947381,0.9963809826552272,17.0,7.0
2985,6.698970253061231,0.9850449863726958,61.0,41.0
2993,5.440910529238522,0.9496018115989312,315.0,170.0
3103,2.1791044417096805,0.231499217690008,2974.0,3139.0
3140,2.4330602966639603,0.2231277377922308,2730.0,3179.0
3142,3.1016765178982872,0.5048990962284873,2084.0,2008.0
3146,2.844391019459639,0.3973953370395234,2356.0,2436.0
3363,4.669904491628242,0.7877377439760589,676.0,750.0
3371,1.2015354862935832,0.0594176165803242,3718.0,3814.0
3372,4.098262399464989,0.873544525986243,1128.0,427.0
3390,2.062924305685883,0.2964501191412426,3106.0,2858.0
3421,3.7254587726609,0.6711231847564596,1487.0,1282.0
3516,3.903259154060072,0.6892236029180419,1333.0,1206.0
3554,4.171485223354061,0.7290035961433754,1063.0,1024.0
3568,2.3283973406881513,0.2017677132570784,2841.0,3276.0
3611,4.385031445892017,0.8382970564564673,888.0,542.0
3616,4.4305103326411555,0.8819567568921155,842.0,392.0
3642,4.511253216575447,0.8199481463721696,777.0,625.0
3655,3.181576966136382,0.5390904101835299,2000.0,1858.0
3721,3.8416309507843143,0.741454831578561,1386.0,966.0
3757,1.3209760021608044,0.095400316269022,3645.0,3694.0
3820,4.328984836024019,0.8747904581420843,939.0,419.0
3920,4.40862442891286,0.8924194844641913,861.0,344.0
3931,3.26846133859947,0.4368628007120551,1941.0,2297.0
3945,2.5298998813363296,0.2928325306705985,2637.0,2872.0
3950,3.788360205387987,0.6370240101768888,1423.0,1423.0
4023,3.1112122369916264,0.7308697784754676,2071.0,1017.0
4024,3.619859670033505,0.6723023564157009,1598.0,1274.0
4029,5.22943475008688,0.8245789437791831,377.0,610.0
4056,3.3226932596705168,0.5177060871807045,1894.0,1956.0
4100,2.596131307203192,0.2137389119791616,2591.0,3223.0
4112,2.466743732947678,0.2612999864543025,2694.0,3015.0
4206,0.356986420332577,0.1444110704242897,3970.0,3513.0
4211,5.385004013421203,0.7978240155941485,333.0,709.0
4293,2.279497528909467,0.1873320364240769,2877.0,3338.0
4364,2.6171174226958627,0.3244779779630044,2567.0,2738.0
4375,3.710036370671552,0.6954482102820221,1502.0,1174.0
4376,3.664690381779058,0.6272086212333545,1554.0,1468.0
4398,1.6179149948449074,0.0652111500790425,3451.0,3800.0
4415,1.619598622357381,0.1054601023647481,3449.0,3658.0
4421,2.5639360981266233,0.2377926696638866,2618.0,3113.0
4430,1.8630239903720431,0.301964913353126,3271.0,2831.0
4443,2.092143316277575,0.1632209938097857,3071.0,3445.0
4466,4.228583734489057,0.7747159026225164,1009.0,822.0
4477,4.099666366088916,0.6746606218860745,1126.0,1263.0
4478,3.668404679622049,0.6256536867291835,1547.0,1481.0
4479,3.353864440421724,0.576162036042936,1862.0,1694.0
4484,1.9150184654696865,0.21378248267232,3239.0,3222.0
4485,1.7925587044532687,0.2538849518766996,3323.0,3044.0
4497,3.5909778807352555,0.5900329782953773,1634.0,1639.0
4565,3.610678551188616,0.6860347115858406,1610.0,1214.0
4585,3.685222781672852,0.635959257124898,1528.0,1432.0
4586,2.99977404516438,0.3413602560362825,2196.0,2673.0
4595,4.370302134332643,0.7437351159799062,902.0,955.0
4599,3.625435126177029,0.6085368820156576,1592.0,1552.0
4616,1.363041453363134,0.2522197371301786,3612.0,3049.0
4638,1.0720538966066429,0.0416152516533749,3778.0,3885.0
4641,4.392829169168219,0.5881316969244158,882.0,1644.0
4658,0.4709282042156618,0.1773114654303973,3953.0,3383.0
4682,1.7179909024374966,0.1439114873156164,3384.0,3514.0
4700,4.957508522790444,0.735871708094858,509.0,993.0
4706,3.376824849439077,0.5625826132017562,1848.0,1755.0
4716,2.1721532672766455,0.1914043403569446,2981.0,3318.0
4791,1.3133196051291678,0.1370278575497149,3649.0,3544.0
4811,1.6655558037913227,0.0534418261044899,3418.0,3838.0
4827,1.7651626852760542,0.1092402799287791,3347.0,3643.0
4861,2.065232830655485,0.1348365883234659,3102.0,3552.0
4945,4.459707119905409,0.8558469972761498,822.0,494.0
5027,1.2229304212984764,0.2020040708505911,3702.0,3274.0
5056,2.585077851565992,0.3464467762445073,2601.0,2644.0
5073,1.8634074027471583,0.1044547260156766,3270.0,3665.0
5078,2.2636361273862295,0.5227999323626342,2888.0,1934.0
5121,1.1524699635080005,0.1299003861998602,3748.0,3573.0
5136,1.5201483945777672,0.0726975948368111,3516.0,3779.0
5168,3.519783909779936,0.6765660856745018,1710.0,1253.0
5177,1.6797281601219678,0.193615415790094,3411.0,3306.0
5199,1.6405668895550862,0.0966646718211209,3434.0,3692.0
5231,3.7913638859743974,0.6846979873214285,1421.0,1220.0
5247,3.518028660611196,0.3600309539815617,1712.0,2579.0
5287,2.6781263976780583,0.1813282337119507,2511.0,3369.0
5293,1.9587218453263309,0.1943941677434419,3200.0,3297.0
5323,5.8980137531349,0.7077996583382415,196.0,1129.0
5336,2.401836936576868,0.1326600759933745,2769.0,3560.0
5362,1.4102192877687016,0.4235223595270636,3582.0,2348.0
5391,3.000722740244084,0.3392459246130265,2194.0,2682.0
5401,4.396129023857638,0.5090906387644268,878.0,1992.0
5404,2.0200373501724727,0.1683050348751828,3147.0,3417.0
5420,3.386224420736028,0.5113671199326005,1842.0,1979.0
5425,2.1028321466376703,0.4446349243893651,3059.0,2264.0
5434,2.386833139264391,0.5481120949406975,2785.0,1817.0
5452,3.528095467380993,0.5478917437162553,1703.0,1819.0
5476,5.530338965508287,0.8158167772183769,289.0,642.0
5483,4.791800667016292,0.8850963496874924,597.0,375.0
5523,2.5387247264263393,0.6178194314296261,2628.0,1502.0
5524,2.3946100119301525,0.152345147311016,2774.0,3486.0
5537,2.6738435423524023,0.4731233769785789,2516.0,2153.0
5538,3.160182113597228,0.3830111464108993,2027.0,2499.0
5630,1.5694589367025296,0.087620003420878,3477.0,3727.0
5639,2.2569222315424207,0.2313540506574806,2899.0,3141.0
5665,2.493251205147997,0.5063570989090462,2671.0,1999.0
5681,3.4110628653026613,0.5094515864100464,1810.0,1989.0
5683,0.8332144026386418,0.2862717263365782,3873.0,2910.0
5729,2.6982708493736287,0.4927443331416505,2497.0,2061.0
5736,3.923318036714664,0.7569267671582365,1307.0,900.0
5738,2.7403888262004066,0.4088729226305304,2455.0,2401.0
5740,2.7564789610150315,0.6366736282805873,2442.0,1428.0
5745,3.669074461863727,0.3447672624549792,1544.0,2658.0
5749,3.305904221844155,0.5573557419842418,1910.0,1772.0
5750,4.2287245024537246,0.642987486687361,1008.0,1405.0
5752,1.2723964150215608,0.0674588024125992,3671.0,3797.0
5757,2.958252994928563,0.3441329402483227,2248.0,2662.0
5775,2.0621918664097896,0.2250973464982613,3109.0,3171.0
5785,3.549264999745392,0.6124600214265503,1678.0,1530.0
5789,3.4505591262707203,0.6329619087065429,1769.0,1440.0
5814,2.687033459075208,0.5683725138434252,2504.0,1733.0
5828,3.90637019932642,0.7409816057957008,1327.0,969.0
5878,1.643173993927768,0.3599348256588692,3432.0,2580.0
5880,1.8960454714342332,0.14102190348548,3250.0,3530.0
5887,1.4853386687999397,0.079231342940177,3532.0,3761.0
5913,2.2594634306188515,0.1737098428120657,2893.0,3390.0
5914,2.011957055470015,0.0995663963635127,3153.0,3685.0
5923,4.333728242996219,0.849273163070529,933.0,513.0
5947,0.0001684244839298,0.0596150998504185,3997.0,3812.0
5956,3.1412394716545124,0.5145895937246828,2043.0,1966.0
5957,3.889929118957006,0.7345741308179419,1349.0,998.0
5966,0.7844506645878909,0.0248593310785479,3885.0,3939.0
5980,6.459767761455442,0.9901393108977852,92.0,24.0
6055,1.4252771951591574,0.0781552686321744,3573.0,3764.0
6079,3.889909272089593,0.7313351032510519,1351.0,1015.0
6085,2.040592731876755,0.1595173947415524,3130.0,3460.0
6086,1.4714579781127268,0.1670120900139175,3541.0,3423.0
6093,2.6395750811482244,0.3199619320671515,2531.0,2760.0
6116,4.115617138623247,0.9622877254078152,1109.0,121.0
6121,4.978805041426134,0.627619309044599,497.0,1465.0
6183,1.971345698525607,0.2116886236555618,3186.0,3232.0
6200,3.95023243608238,0.4732753485757953,1272.0,2152.0
6202,2.164625566080095,0.2357655512822938,2987.0,3122.0
6223,2.8010378771099433,0.2172455263589421,2393.0,3205.0
6226,1.9007620820347888,0.1366850019085614,3246.0,3546.0
6229,1.0347512124525209,0.0585748177503901,3800.0,3817.0
6240,1.3257924007003166,0.053848640823549,3642.0,3837.0
6258,1.977965808881768,0.1850726794209086,3183.0,3351.0
6262,1.0056570298149308,0.0425477875745073,3809.0,3880.0
6280,1.4517275265766618,0.0953457679580498,3553.0,3695.0
6319,2.265630090173808,0.1388125920470169,2885.0,3539.0
6327,4.604713575882245,0.738405376766897,709.0,978.0
6342,1.612987209422491,0.2787844178991552,3455.0,2945.0
6345,2.327469800956992,0.2938386382792602,2842.0,2868.0
6355,2.4268091044471967,0.2954426888871503,2742.0,2863.0
6368,2.4224694537177234,0.2262856662150811,2750.0,3167.0
6369,3.783469280388049,0.7264088631391863,1427.0,1035.0
6385,1.1176292760618594,0.0474052479061223,3760.0,3867.0
6391,1.6047300080112337,0.0548622702953414,3457.0,3830.0
6401,2.4547384541154735,0.1459224129208199,2706.0,3508.0
6402,0.763948958090002,0.0513574697869764,3890.0,3846.0
6409,1.3431475370057548,0.076733662813714,3629.0,3771.0
6425,2.9803535338165923,0.5689052547273201,2217.0,1728.0
6433,1.846575927868869,0.0585098952179407,3288.0,3819.0
6454,1.3076312823583278,0.0940995638315839,3651.0,3700.0
6466,1.1928857467417482,0.2521299626916022,3723.0,3050.0
6468,1.4859630118043752,0.0851525335537964,3531.0,3743.0
6479,1.1440325477173594,0.0326022490378893,3753.0,3914.0
6481,0.8914730293177834,0.0297822694630236,3855.0,3924.0
6486,0.8132939575657961,0.0397296099232346,3879.0,3891.0
6507,2.049276973606537,0.2918630149395709,3121.0,2880.0
6510,3.418480568591862,0.28887700452964,1806.0,2894.0
6529,3.129095831201548,0.4140158519135756,2053.0,2384.0
6533,2.6211777501052604,0.4338588624829476,2559.0,2307.0
6539,1.9702464525734389,0.1410664578357037,3189.0,3529.0
6546,2.915542715102275,0.363361298141153,2282.0,2570.0
6548,2.016955742612506,0.1688427402515773,3150.0,3413.0
6554,1.6164270103082532,0.1009717911872645,3452.0,3681.0
6559,1.991065111868339,0.2699627516007311,3168.0,2976.0
6571,0.8537847205003127,0.1868275750434698,3868.0,3343.0
6611,3.102601602020903,0.4867749903259725,2083.0,2088.0
6618,4.01488478663786,0.7551702115295837,1205.0,912.0
6620,3.553112913899388,0.568845994294364,1673.0,1729.0
6625,1.8624969780545593,0.2322169892458447,3274.0,3136.0
6627,2.312004328591066,0.2278490051352405,2858.0,3159.0
6628,3.0450672474520633,0.3512489436600067,2145.0,2622.0
6632,2.429212537487979,0.3572524887471667,2737.0,2594.0
6643,2.447269308109359,0.3305427381230791,2716.0,2718.0
6657,2.2101411134555633,0.1939836675255619,2940.0,3303.0
6660,2.9089601341698175,0.4156535763863701,2292.0,2376.0
6665,3.4052617277185737,0.5929978854240132,1824.0,1623.0
6671,1.5671648862519616,0.1053802717665923,3481.0,3659.0
6675,2.7869040028396466,0.2391938424161034,2409.0,3108.0
6678,1.448548727088632,0.1527739413760414,3558.0,3483.0
6682,2.9784321250009813,0.4293416621703214,2221.0,2323.0
6694,2.2372625494014753,0.370679099824466,2920.0,2535.0
6707,2.871628843936604,0.4771192689134053,2325.0,2135.0
6712,2.447958309643376,0.2979075864735998,2714.0,2849.0
6735,3.3121854835159534,0.5333229256107019,1902.0,1884.0
6739,1.835791880328489,0.1916121104606885,3297.0,3317.0
6740,1.712407685545433,0.2460523166226085,3386.0,3078.0
6748,2.4450685348753636,0.3382376881992632,2719.0,2686.0
6752,3.0610513704333986,0.5028368145678581,2129.0,2018.0
6753,3.1448156726050587,0.5394544279795246,2041.0,1857.0
6757,2.16989213492345,0.2540698962471092,2984.0,3043.0
6764,1.441984101433489,0.1038499340734378,3562.0,3670.0
6786,1.2318828670337307,0.3445643264146923,3696.0,2660.0
6798,3.617842737127849,0.7822735863867833,1601.0,775.0
6806,3.48904219380756,0.6998566976609981,1739.0,1161.0
6812,4.078282368598779,0.7739488298056276,1143.0,827.0
6818,1.253741078574248,0.2395017344823332,3685.0,3106.0
6853,5.021436381685159,0.689754849505235,476.0,1202.0
6857,2.430084038058482,0.5845220748051294,2736.0,1658.0
6868,5.300306183666908,0.9562107661010912,366.0,138.0
6872,1.8412537043576815,0.2141418764768548,3294.0,3219.0
6877,5.096391516247666,0.9069912788139116,446.0,301.0
6886,2.171063630807407,0.31427063725813,2982.0,2787.0
6903,5.214294266882166,0.7851884256400898,387.0,762.0
6904,5.065112909881495,0.9340190504957604,459.0,221.0
6910,3.846774157485173,0.7525619739197884,1384.0,919.0
6925,2.8152529094420102,0.5733502114650494,2382.0,1707.0
6937,0.4550779320211269,0.0307462955226351,3957.0,3921.0
6939,1.7708753322836102,0.2993929777380037,3342.0,2842.0
6941,4.494726064621623,0.5317795330439816,792.0,1892.0
6952,2.115564532483801,0.2603082841831727,3037.0,3019.0
6956,2.337519105422468,0.3413025089795837,2831.0,2674.0
6971,3.668958085452267,0.4828004778930126,1545.0,2110.0
6979,2.7377988434157476,0.4509548079518275,2458.0,2237.0
7024,2.328881544733942,0.3269915950273686,2840.0,2727.0
7074,2.638145457499753,0.087347131754868,2533.0,3730.0
7107,0.6000542443062868,0.2868342210723151,3931.0,2904.0
7157,2.4459463777302455,0.1660133883254466,2718.0,3428.0
7160,1.467469221414854,0.0479466129149487,3545.0,3862.0
7161,2.164635074195646,0.158849913287354,2986.0,3467.0
7164,2.8336300828493672,0.6706391351627182,2368.0,1283.0
7170,2.104019249486506,0.2641479189725592,3057.0,3003.0
7185,2.615842836749988,0.068137229853911,2568.0,3795.0
7186,3.3998031987015356,0.6126840922343635,1834.0,1526.0
7187,2.8124302668590726,0.0881698721479195,2386.0,3726.0
7195,4.583319676601233,0.7712421812946133,723.0,838.0
7249,3.952050768664318,0.7580706815891505,1269.0,895.0
7250,5.526792770673598,0.8815351926388709,292.0,394.0
7269,2.382930967089008,0.2408380806591679,2790.0,3100.0
7285,4.125020526272934,0.781664392707742,1102.0,779.0
7312,3.687219261642497,0.5671939519541276,1527.0,1742.0
7320,4.107747406755961,0.8437292898526799,1115.0,525.0
7332,2.8555643122076924,0.4579114114341708,2343.0,2216.0
7334,2.792325510042088,0.3315418904089285,2400.0,2717.0
7378,3.547081263062186,0.5543314950830553,1684.0,1789.0
7388,2.27700528481239,0.1774922765158562,2878.0,3382.0
7406,2.7757409574295937,0.262152717412586,2420.0,3013.0
7413,3.3535150878787694,0.5312106606001813,1864.0,1897.0
7422,3.4408717823801,0.5353222731060427,1784.0,1870.0
7455,1.9706809782611237,0.2187583195745288,3188.0,3200.0
7501,1.1476534307870712,0.1771221421390669,3752.0,3384.0
7511,1.3526226817566278,0.1502832277073295,3622.0,3488.0
7521,2.388601888898235,0.4866875915578423,2782.0,2089.0
7546,4.121171732376462,0.4419202810039372,1106.0,2276.0
7555,3.1439275373353235,0.513573454198082,2042.0,1970.0
7563,2.736446440850014,0.4720130870654536,2459.0,2159.0
7569,2.6333808092784987,0.4521122277610688,2540.0,2233.0
7575,1.8582434871377085,0.4666206515495847,3278.0,2177.0
7578,3.7450975483051177,0.7199175468846766,1470.0,1069.0
7581,3.718955278195714,0.7112395059576022,1498.0,1113.0
7599,5.142847850974986,0.9278928922062344,425.0,242.0
7602,3.3056245313917656,0.4853693451109182,1911.0,2096.0
7606,3.619134259301383,0.8470498051794931,1600.0,517.0
7612,2.3486270525028297,0.4843443176974613,2824.0,2102.0
7631,3.776709876350023,0.6654004729182919,1435.0,1307.0
7650,2.066543927437103,0.3772835932458805,3099.0,2517.0
7664,2.875136639144949,0.4852742187561399,2319.0,2097.0
7688,2.7594580347078894,0.5411928252594127,2438.0,1851.0
7689,2.0397745787796193,0.3086745064047445,3131.0,2812.0
7708,2.351673266433365,0.2364919650534768,2820.0,3119.0
7712,3.6914439802299537,0.4076780957626332,1523.0,2406.0
7747,4.1906669800792935,0.8243167517662638,1047.0,611.0
7754,1.2068108490707776,0.0108312861045991,3714.0,3979.0
7801,0.4014450892368569,0.0226018813621204,3963.0,3947.0
7802,4.491839101569376,0.8692529304429981,794.0,442.0
7819,5.613936683564269,0.986576780100306,269.0,38.0
7820,2.893929360308245,0.4430735910824125,2306.0,2273.0
7821,6.120790190294606,0.970694031521067,139.0,91.0
7833,0.9414115792769316,0.2944141119208013,3836.0,2867.0
7839,3.580513926702595,0.5964735444555124,1645.0,1609.0
7849,5.201201771096136,0.9130334841360136,404.0,287.0
7851,3.3339512718125306,0.4778629659760951,1882.0,2130.0
7865,3.6672293469908217,0.536575835331893,1549.0,1866.0
7866,1.1578710885661805,0.0400029830786192,3743.0,3889.0
7867,0.942226135137113,0.0462834771953499,3834.0,3871.0
7868,1.6216735282238448,0.1138542518697253,3447.0,3631.0
7898,3.078900431265975,0.2914577476367553,2114.0,2881.0
7915,0.5929754294665239,0.0064467892489611,3934.0,3988.0
7925,1.705256841798771,0.6619788783252248,3396.0,1324.0
7937,4.801367367072393,0.7049861511293702,591.0,1142.0
7944,3.005751717193703,0.358439029835251,2190.0,2588.0
7946,3.7486733319218377,0.7043455947272399,1465.0,1143.0
7948,0.9234845821030794,0.1814520330194491,3844.0,3368.0
7997,1.8821975600827132,0.3666608254809061,3258.0,2554.0
8014,3.156666560294876,0.7721585095035235,2030.0,832.0
8018,3.2911200067868323,0.7377131471988332,1924.0,983.0
8036,4.40695235647741,0.8251652517938063,864.0,606.0
8047,3.480550912488962,0.5382138064823734,1742.0,1860.0
8054,5.897245758011897,0.951440516831499,197.0,161.0
8071,2.707955899606964,0.2537713649982082,2489.0,3045.0
8074,3.964999632391818,0.6272498680197334,1256.0,1467.0
8075,2.0114189314741555,0.335503738262458,3154.0,2698.0
8077,3.932450976472192,0.5975176368261033,1298.0,1606.0
8091,2.4245481827088935,0.3872537945553234,2746.0,2481.0
8092,2.723531855661079,0.2968135180431271,2474.0,2856.0
8107,2.460926843720495,0.3366531599502337,2703.0,2694.0
8121,1.6311142076766367,0.1821208706717044,3442.0,3364.0
8124,2.9057067046181757,0.2061204907709145,2296.0,3254.0
8131,2.1595791066671546,0.5233812250769473,2994.0,1931.0
8132,1.2491504081511549,0.1425362217964339,3689.0,3522.0
8156,4.844852469193709,0.7738328137393716,569.0,828.0
8167,2.385491179113618,0.3979370734756486,2787.0,2434.0
8190,2.8424545884550194,0.4425246925468358,2360.0,2274.0
8191,2.162233499542885,0.0644755709898646,2990.0,3801.0
8192,1.8626603846426624,0.2036843508683326,3273.0,3266.0
8202,2.9884954470336775,0.5238824499862558,2209.0,1927.0
8218,1.1180201489458357,0.0347138903602808,3759.0,3903.0
8219,0.949943036533648,0.0385989505306547,3828.0,3894.0
8227,2.84292969802826,0.6442507110606691,2359.0,1397.0
8228,4.633241930870448,0.7664474219012136,694.0,869.0
8230,2.601984451805313,0.4209183139991852,2588.0,2359.0
8253,6.63669343140805,0.8556549366808226,67.0,496.0
8267,5.212060960732865,0.951436632101844,392.0,162.0
