latent_1,latent_2,group,domain_index,candidate_id
1.0298411,-0.0645383,Development,299.0,
1.6925718,1.1100887,Development,300.0,
1.3613816,0.31201497,Development,301.0,
1.2844713,0.31286043,Development,302.0,
0.86379904,0.3138688,Development,303.0,
1.1271927,0.107816175,Development,304.0,
1.4685467,0.20375508,Development,305.0,
1.6233268,-0.083339214,Development,306.0,
1.5290785,-0.24632344,Development,307.0,
1.8430398,1.3568192,Development,308.0,
1.6485194,0.7301342,Development,309.0,
1.6515547,0.72082275,Development,310.0,
1.1632762,0.74058586,Development,311.0,
0.9438242,-0.6226916,Development,312.0,
0.9812069,-0.7204022,Development,313.0,
0.98271173,-0.7469422,Development,314.0,
1.5031343,-1.0794142,Development,315.0,
1.7885474,-1.3198363,Development,316.0,
1.7439086,-1.1705445,Development,317.0,
1.9870204,-1.2388808,Development,318.0,
1.5775183,-1.1372882,Development,319.0,
2.0139015,-1.3098391,Development,320.0,
2.2148077,-1.4188545,Development,321.0,
1.9332108,-1.1660601,Development,322.0,
1.5469223,-1.1335531,Development,323.0,
1.521301,-1.0737642,Development,324.0,
0.7936127,-0.5198605,Development,325.0,
1.6292145,-1.1815734,Development,326.0,
1.2023562,-1.0354233,Development,327.0,
1.4371507,-1.3023599,Development,328.0,
1.7767903,0.085838154,Development,329.0,
1.5292196,0.50099105,Development,330.0,
1.4762077,0.42259285,Development,331.0,
1.4814379,0.41755626,Development,332.0,
1.5937319,0.029161992,Development,333.0,
1.0187229,-0.7806839,Development,334.0,
1.5900202,0.4480768,Development,335.0,
1.1191306,-0.97187525,Development,336.0,
1.4084088,-0.8807302,Development,337.0,
1.4910011,-0.8339814,Development,338.0,
1.3924325,-0.86657286,Development,339.0,
1.1293445,-0.7919204,Development,340.0,
1.5117724,-0.8899868,Development,341.0,
1.4078234,-0.8969343,Development,342.0,
1.0807767,-0.51556003,Development,343.0,
1.7157216,-0.74812067,Development,344.0,
1.525391,-0.9063142,Development,345.0,
2.024265,-1.2707825,Development,346.0,
2.092827,-1.3555521,Development,347.0,
1.7630441,-0.8617564,Development,348.0,
1.675405,-0.9768605,Development,349.0,
1.3594879,-0.8062421,Development,350.0,
1.8506615,-1.0597993,Development,351.0,
2.2145023,-1.3953881,Development,352.0,
1.4410154,-1.0352702,Development,353.0,
1.8081552,-1.3298656,Development,354.0,
1.4749144,-0.10456452,Development,355.0,
1.1105304,-0.72491866,Development,356.0,
1.4716473,-0.86141115,Development,357.0,
1.4880564,-0.83915603,Development,358.0,
1.3808554,-0.86310035,Development,359.0,
0.8997939,-0.70439327,Development,360.0,
1.177507,-0.9336228,Development,361.0,
1.4966664,-0.8376589,Development,362.0,
1.4073861,-0.88921535,Development,363.0,
1.312453,-1.1299098,Development,364.0,
1.2360119,-1.016675,Development,365.0,
0.42667624,-0.19120829,Development,366.0,
0.57110417,-0.35785627,Development,367.0,
1.5304719,-1.044377,Development,368.0,
1.3514372,-0.7894663,Development,369.0,
1.0590851,-0.53695786,Development,370.0,
0.7985058,-0.31563234,Development,371.0,
1.7914906,-0.954154,Development,372.0,
1.1943313,-0.6222892,Development,373.0,
0.6100708,-0.40769967,Development,374.0,
0.40781626,-0.19744793,Development,377.0,
0.72580206,-0.5025541,Development,378.0,
1.3923671,-0.85495347,Development,380.0,
1.9867307,-1.1369897,Development,381.0,
1.6408274,-0.9011851,Development,383.0,
1.614079,-0.8921384,Development,384.0,
2.0198028,0.24740247,Development,386.0,
1.9244571,-0.42038947,Development,387.0,
2.0514092,0.27460256,Development,388.0,
1.5796142,-1.1111457,Development,389.0,
1.839308,-1.250397,Development,390.0,
1.6793169,-1.2395136,Development,391.0,
2.0147955,-1.2663808,Development,392.0,
2.20934,-1.3891145,Development,393.0,
1.7182686,-1.239687,Development,394.0,
1.6716473,-0.98708457,Development,395.0,
1.6808203,-1.1528372,Development,396.0,
1.928827,-1.2708523,Development,397.0,
2.1619222,-1.3093847,Development,398.0,
1.8001558,-1.237072,Development,399.0,
1.7576022,-1.233122,Development,400.0,
2.199579,-1.4139608,Development,401.0,
1.641551,-0.9994963,Development,402.0,
1.7286876,-1.2441331,Development,403.0,
2.0189254,-1.49687,Development,404.0,
2.3628414,-1.444898,Development,405.0,
1.832147,-1.3096945,Development,406.0,
1.8075104,-1.2916276,Development,407.0,
2.0186107,-0.57818484,Development,408.0,
1.7549145,-1.041102,Development,409.0,
1.7734731,-1.094684,Development,410.0,
2.2244015,-1.342587,Development,411.0,
1.8344979,-1.3423744,Development,412.0,
1.8629806,-1.3819399,Development,413.0,
1.9151869,-1.1723115,Development,415.0,
1.8002354,-1.1513145,Development,416.0,
1.3900635,-1.06496,Development,417.0,
1.937161,-1.3602948,Development,418.0,
1.7314451,-0.7564042,Development,419.0,
1.8235862,-1.083663,Development,420.0,
1.866919,-0.9315866,Development,421.0,
1.8771423,-1.0229188,Development,422.0,
1.4769628,-0.98885816,Development,423.0,
1.9486217,-1.1168536,Development,424.0,
1.9093685,-0.1338072,Development,425.0,
1.897459,-0.86823344,Development,426.0,
1.8170785,-1.1151687,Development,427.0,
1.9878681,-1.3359606,Development,428.0,
2.2884614,-1.2144687,Development,429.0,
1.8001701,-1.1956384,Development,431.0,
1.8154751,-1.2166134,Development,432.0,
1.7864065,-1.1980724,Development,433.0,
1.7760276,-1.1191095,Development,434.0,
1.5672671,-1.1163452,Development,435.0,
1.5996959,-1.164763,Development,436.0,
1.5389341,0.48412335,Development,437.0,
1.1347206,-0.7522647,Development,438.0,
1.5678002,-0.86312413,Development,439.0,
1.4486333,-0.9991981,Development,440.0,
1.6127716,-0.8781439,Development,441.0,
1.7889588,-1.18961,Development,442.0,
1.3089068,-0.8831439,Development,443.0,
1.7504642,-0.20784499,Development,444.0,
1.9953343,0.21398288,Development,446.0,
1.4092722,-0.87779593,Development,447.0,
1.9592468,-1.1801785,Development,448.0,
1.7834938,-1.31579,Development,449.0,
1.7201359,-1.1774144,Development,450.0,
2.0482352,-1.309545,Development,451.0,
1.5405132,-1.0942851,Development,453.0,
2.1423416,-1.3695834,Development,454.0,
1.4266303,-0.9985253,Development,455.0,
1.6222775,-0.9073737,Development,456.0,
1.7149272,-1.0948778,Development,457.0,
1.9183953,-1.1117831,Development,458.0,
1.84355,-0.6706857,Development,459.0,
1.9965652,-1.2594552,Development,460.0,
1.7420467,-1.1953824,Development,461.0,
1.8350823,-1.2443705,Development,462.0,
2.0674343,-1.2968162,Development,463.0,
2.2971127,-1.375059,Development,464.0,
2.2782414,-1.3791087,Development,465.0,
1.1369646,-0.7698087,Development,466.0,
1.5772964,-0.8809257,Development,467.0,
1.4236604,-1.0030537,Development,468.0,
1.6301198,-1.1261526,Development,469.0,
1.6222959,-0.8984925,Development,470.0,
1.736883,-1.1418772,Development,471.0,
1.7759134,-1.1911303,Development,472.0,
1.2971786,-0.8896908,Development,473.0,
1.724127,-0.20495532,Development,474.0,
1.7957804,-0.09526645,Development,475.0,
1.3954582,-0.8996283,Development,477.0,
1.9424227,-1.2155327,Development,478.0,
1.7491952,-1.2995856,Development,479.0,
1.9586707,-1.2097656,Development,480.0,
1.5457706,-1.1254518,Development,481.0,
1.5203785,-1.1119412,Development,482.0,
2.1191742,-1.3545947,Development,483.0,
1.6267352,-0.8504938,Development,484.0,
1.5210336,-0.40822113,Development,485.0,
1.6673083,-1.013672,Development,486.0,
1.5129452,-0.9924791,Development,488.0,
2.0115852,-1.3150405,Development,489.0,
1.8999966,-1.10258,Development,491.0,
1.5753443,-0.93343025,Development,492.0,
1.2747593,-0.95704776,Development,494.0,
1.6724632,-1.1492462,Development,495.0,
1.5347245,-1.0866383,Development,496.0,
2.0922537,-1.3675482,Development,497.0,
1.6802105,-1.261107,Development,498.0,
1.7860492,-1.1203207,Development,499.0,
1.9807774,-1.2438705,Development,500.0,
1.6089422,-1.1845382,Development,501.0,
2.3512797,-1.6719689,Development,502.0,
2.0635808,-1.3743637,Development,504.0,
2.2732956,-1.4427859,Development,505.0,
1.5722711,-0.9045999,Development,506.0,
1.5999713,-0.92509466,Development,507.0,
1.8717395,-1.147418,Development,508.0,
1.8322301,-1.0326934,Development,509.0,
1.9639623,-1.2467035,Development,510.0,
1.9379398,-1.2257612,Development,511.0,
1.8448704,-1.1179936,Development,512.0,
1.6100323,-0.9201773,Development,513.0,
1.8530104,-1.0161148,Development,515.0,
2.0971053,-1.3368076,Development,516.0,
1.9507353,-1.2421259,Development,517.0,
1.5917113,-0.8876273,Development,518.0,
1.7122164,-1.1050164,Development,519.0,
1.7851591,-1.0383686,Development,520.0,
1.7539085,-1.1330615,Development,521.0,
2.0135343,-1.388059,Development,522.0,
1.7785133,-1.1446048,Development,523.0,
1.7099442,-1.1099234,Development,524.0,
1.7532494,-1.1728679,Development,525.0,
1.8598976,-1.2123578,Development,526.0,
2.2797768,-0.5513681,Development,527.0,
2.3443327,-0.41795683,Development,528.0,
2.4965518,-0.20025532,Development,529.0,
1.9695561,-1.268926,Development,530.0,
2.0963628,-1.4714321,Development,531.0,
2.3148198,-1.6788915,Development,532.0,
2.2705977,-1.532551,Development,533.0,
2.1300154,-1.4948243,Development,534.0,
2.0947466,-1.479631,Development,535.0,
2.0805647,-1.4741957,Development,536.0,
2.3078845,-1.6677203,Development,537.0,
2.0541441,-0.7726726,Development,539.0,
2.05766,-1.356463,Development,540.0,
1.7276584,-1.1575062,Development,541.0,
2.0605297,-1.432361,Development,542.0,
2.154706,-1.4190038,Development,543.0,
2.3172567,-1.6738863,Development,544.0,
2.285604,-1.5117286,Development,545.0,
1.8807578,-1.4128333,Development,546.0,
2.0072677,-1.2563102,Development,547.0,
2.1802118,-1.3835052,Development,548.0,
2.0313911,-1.3785174,Development,549.0,
2.1152592,-1.4547813,Development,550.0,
2.3104296,-1.5896575,Development,551.0,
1.6252908,-1.2901989,Development,552.0,
2.1480758,-1.5287217,Development,553.0,
2.3223784,-1.5344342,Development,554.0,
1.2401711,-0.7776015,Development,555.0,
1.3158671,-0.9274432,Development,556.0,
1.7219405,-0.98342997,Development,557.0,
1.2971367,-0.9065967,Development,559.0,
1.313636,-1.0023955,Development,560.0,
1.6004965,-1.2666012,Development,561.0,
1.7497221,-1.1045593,Development,562.0,
1.7406888,-1.1567109,Development,563.0,
1.7555583,-1.1666574,Development,564.0,
1.4335991,-1.122621,Development,565.0,
1.8898371,-0.43013638,Development,566.0,
1.9414868,-0.30836368,Development,567.0,
2.0946975,-0.092156455,Development,568.0,
1.5384305,-1.1304038,Development,569.0,
2.066154,-1.4376246,Development,570.0,
1.8575649,-1.3947676,Development,572.0,
2.1023228,-1.4558272,Development,573.0,
1.6847272,-1.3613124,Development,574.0,
1.6666933,-1.329416,Development,575.0,
2.2819111,-1.6370494,Development,576.0,
1.5806731,-0.37642643,Development,577.0,
1.6599594,-0.2533848,Development,578.0,
1.8195579,-0.10535902,Development,579.0,
1.8615254,-0.61022544,Development,580.0,
2.0968091,-0.31871346,Development,581.0,
1.9903501,-0.43115076,Development,582.0,
2.30241,-0.103579804,Development,583.0,
2.2507231,-0.17555474,Development,584.0,
2.116197,-0.45522857,Development,585.0,
2.284865,-0.074018314,Development,586.0,
2.0831497,-0.3065292,Development,587.0,
2.0490768,-0.37135515,Development,588.0,
2.2756538,-0.19568345,Development,589.0,
2.2047274,-0.08823251,Development,590.0,
2.1304078,-0.24025927,Development,591.0,
2.2003198,-0.1705979,Development,592.0,
1.8087015,-0.4961443,Development,593.0,
1.8929431,-0.36303172,Development,594.0,
2.071565,-0.2581605,Development,595.0,
2.3500094,-0.8291823,Development,596.0,
2.428022,-0.6953405,Development,597.0,
2.5903149,-0.5487908,Development,598.0,
1.9348614,-0.72441953,Development,599.0,
2.0195122,-0.6024338,Development,600.0,
2.2765226,-0.49573165,Development,601.0,
1.5962297,-0.35848984,Development,602.0,
2.269117,-0.14909302,Development,603.0,
1.8561944,-0.119455025,Development,604.0,
1.7208865,-0.3774872,Development,605.0,
1.819985,-0.021203764,Development,606.0,
2.2040498,-0.65405697,Development,607.0,
1.8662025,0.316458,Development,608.0,
2.1073391,0.6939566,Development,609.0,
1.9426113,0.3571489,Development,610.0,
1.8842249,0.2527263,Development,611.0,
2.0570831,0.5122147,Development,612.0,
1.8589239,-0.5767194,Development,613.0,
1.8964111,-0.50963104,Development,614.0,
2.0197396,-0.6851567,Development,615.0,
1.4321992,-0.53605515,Development,616.0,
1.9335192,0.13339852,Development,617.0,
2.1093519,0.42683518,Development,618.0,
2.2119691,0.6399864,Development,619.0,
2.0258636,0.47918385,Development,620.0,
2.1648765,0.62171066,Development,621.0,
2.150897,-0.22488399,Development,623.0,
2.4854333,0.0013512522,Development,624.0,
1.7341732,-0.20234124,Development,625.0,
1.7262263,-0.1957284,Development,626.0,
2.2552361,-0.21072577,Development,627.0,
2.2640965,-0.19406076,Development,628.0,
2.1578126,-0.21469419,Development,629.0,
1.7440939,-0.24477087,Development,630.0,
2.023375,-0.44093907,Development,631.0,
1.9983386,-0.27752197,Development,632.0,
2.4899495,-0.63352835,Development,633.0,
2.0759015,-0.54517794,Development,634.0,
1.874216,0.041070864,Development,635.0,
2.3622456,-0.4989795,Development,636.0,
1.9512159,-0.00013130903,Development,637.0,
1.758222,-0.15342014,Development,638.0,
2.2313497,-0.1337137,Development,639.0,
1.9256862,0.093544915,Development,640.0,
1.7505718,-0.16149084,Development,641.0,
2.0339005,0.22914582,Development,642.0,
2.2207599,-0.22800682,Development,643.0,
1.989317,0.21281359,Development,644.0,
2.0223165,0.26908946,Development,645.0,
2.1507611,-0.2782762,Development,646.0,
1.7780229,-0.117689714,Development,647.0,
2.1628466,-0.33048302,Development,648.0,
1.9973818,-0.3476361,Development,649.0,
2.5183222,-0.6652922,Development,650.0,
2.240913,0.41164845,Development,651.0,
2.1271393,0.603378,Development,652.0,
1.9384611,0.14677557,Development,653.0,
1.9323761,0.14783892,Development,654.0,
2.5362124,0.4470346,Development,655.0,
2.336737,0.9432371,Development,656.0,
2.4161339,0.19361028,Development,657.0,
2.0861278,-0.51265085,Development,660.0,
1.9437253,-0.40194434,Development,661.0,
1.5886182,-0.32032013,Development,662.0,
1.790322,-0.61471,Development,663.0,
1.7647992,-0.49632084,Development,664.0,
2.2763932,-0.84338844,Development,665.0,
1.8748122,-0.7558877,Development,666.0,
1.9649152,0.17148784,Development,667.0,
2.1218507,-0.26355213,Development,668.0,
2.06961,-0.21847828,Development,669.0,
1.6397867,-0.23496623,Development,670.0,
1.9229859,-0.44746876,Development,671.0,
1.8752974,-0.32150805,Development,672.0,
2.380185,-0.6724584,Development,673.0,
1.9789175,-0.5788795,Development,674.0,
2.4127572,0.18851879,Development,675.0,
2.122231,0.43809468,Development,676.0,
1.9266102,0.15993711,Development,677.0,
1.3755294,-0.76228994,Development,678.0,
1.3924007,-0.8777746,Development,680.0,
2.0745914,-1.3629783,Development,682.0,
1.868927,-1.1710604,Development,683.0,
1.7491363,-1.3132913,Development,684.0,
1.7224009,-1.20856,Development,685.0,
1.955435,-1.1993773,Development,686.0,
1.7042314,-1.2770609,Development,687.0,
1.7460401,-1.3151768,Development,688.0,
2.0115194,-1.3168275,Development,689.0,
1.6000454,-1.2208402,Development,690.0,
1.9629693,-1.3193938,Development,691.0,
1.8855597,-1.1724076,Development,693.0,
1.8915896,-1.1763312,Development,694.0,
2.0219114,-1.2743821,Development,695.0,
2.013178,-1.394256,Development,697.0,
2.0231814,-1.3954006,Development,698.0,
2.3033884,-1.6639683,Development,699.0,
2.281527,-1.4993742,Development,700.0,
2.126766,-1.525289,Development,701.0,
2.1106844,-1.4718944,Development,702.0,
2.0340912,-1.4449407,Development,703.0,
2.2736259,-1.6063132,Development,704.0,
1.5403241,-1.0827038,Development,705.0,
1.6522014,-1.2705357,Development,706.0,
1.6037201,-1.2939403,Development,707.0,
1.8957716,-1.5371729,Development,708.0,
1.8559208,-1.4118036,Development,709.0,
2.121092,-1.4321283,Development,710.0,
1.6845579,-1.3338662,Development,711.0,
2.2767324,-0.7387575,Development,712.0,
2.3556576,-0.6195824,Development,713.0,
2.5187857,-0.46845195,Development,714.0,
1.8639332,-0.70014995,Development,715.0,
2.1043622,-0.49726725,Development,716.0,
2.5465348,-0.5270845,Development,717.0,
2.2607286,-0.25920677,Development,718.0,
2.1342666,-0.46740282,Development,719.0,
2.4153926,0.0075551867,Development,720.0,
2.2912533,-0.51841575,Development,721.0,
2.5525508,-0.62076676,Development,722.0,
2.3650198,-0.06270607,Development,723.0,
2.3221736,-0.16275994,Development,724.0,
2.3323143,-0.72514975,Development,725.0,
2.4526043,-0.5373217,Development,726.0,
1.6074221,-1.1274611,Development,727.0,
2.0689378,-1.3227255,Development,728.0,
1.7628046,-1.3087925,Development,729.0,
2.0355647,-1.2816828,Development,730.0,
2.170141,-1.5106354,Development,731.0,
2.1957643,-1.5777253,Development,732.0,
1.7283834,-1.288941,Development,733.0,
2.1975985,-0.63211083,Development,734.0,
2.3884556,-0.21425484,Development,735.0,
1.8574729,-1.3082671,Development,736.0,
2.093686,-1.3448902,Development,737.0,
1.8868072,-1.5238643,Development,738.0,
1.8760929,-1.331152,Development,739.0,
2.0997355,-1.3487959,Development,740.0,
