locked_row_id,domain_index,canonical_smiles,D,true_rank_percentile,fusion_rank_percentile,member_rank_iqr,absolute_rank_error,predicted_top10,true_top10
32,283,C#CC#CC1CC1C#N,4.278533432707063,24.45,14.799999999999999,2.4187499999999993,9.65,False,False
33,294,C#CC#CC1COC1=N,2.4322811092826493,68.325,65.725,2.9437499999999943,2.6000000000000085,False,False
34,375,C#CC#[14N],3.889954116251849,33.7,25.0,4.681249999999999,8.700000000000003,False,False
35,376,C#CC#[15N],3.889913513069274,33.75,24.9,5.449999999999999,8.850000000000001,False,False
36,379,C#CC(=C)OC,1.540982609020364,87.575,94.15,0.6937499999999943,6.575000000000003,False,False
39,414,C#CC(=N)OCC(N)=O,3.1636090564372994,50.55,47.55,2.0249999999999986,3.0,False,False
40,430,C#CC(=NCC)NC=O,4.968218731428469,12.575,39.45,6.274999999999999,26.875000000000004,False,False
41,445,C#CC(=O)C#CC1CN1,3.8923467910406377,33.575,47.025,3.637500000000003,13.449999999999996,False,False
42,452,C#CC(=O)C#CCCO,4.963888546341249,12.6,33.975,5.824999999999996,21.375,False,False
43,476,C#CC(=O)C(=O)C1CO1,1.767388269445887,83.6,87.94999999999999,3.21875,4.349999999999994,False,False
44,487,C#CC(=O)C(=O)NC=N,2.2458804114159023,72.725,65.425,8.375,7.299999999999997,False,False
46,493,C#CC(=O)C(=O)OCC,1.7438670026808314,84.025,85.125,3.981250000000003,1.0999999999999943,False,False
48,514,C#CC(=O)C(C)(O)C#N,2.9248128713335726,56.925000000000004,29.099999999999998,2.2749999999999986,27.825000000000006,False,False
49,538,C#CC(=O)C(C)N(C)C,2.968477186296131,55.900000000000006,52.25,2.3937500000000043,3.6500000000000057,False,False
50,558,C#CC(=O)C(N)=NCC,2.4757275050290253,67.125,80.4,7.856249999999989,13.275000000000006,False,False
51,571,C#CC(=O)C(O)CC#N,5.410167138312812,8.075000000000001,27.750000000000004,11.850000000000001,19.675000000000004,False,True
53,658,C#CC(=O)C1COC=N1,2.038767079838707,78.35,81.925,1.1312499999999943,3.575000000000003,False,False
54,659,C#CC(=O)C1COCO1,3.3062700293143195,47.725,61.625,4.368750000000006,13.899999999999999,False,False
55,679,C#CC(=O)C=CC,3.301195113912591,47.9,26.25,4.924999999999997,21.65,False,False
56,681,C#CC(=O)CBr,2.7071615327685277,62.275000000000006,65.075,8.237500000000011,2.799999999999997,False,False
59,742,C#CC(=O)CCCO,4.546247868502592,18.675,37.7,1.3999999999999986,19.025000000000002,False,False
60,745,C#CC(=O)CCNC=O,4.02606133040497,29.875,50.075,7.962499999999999,20.200000000000003,False,False
61,746,C#CC(=O)CCO,1.4068415290310776,89.64999999999999,62.35000000000001,4.043749999999996,27.299999999999983,False,False
62,747,C#CC(=O)CCOC,1.7654007852396711,83.65,57.62500000000001,8.643749999999997,26.025,False,False
63,753,C#CC(=O)CN(C)C=O,5.893743401517861,4.95,34.025,5.856249999999996,29.075,False,True
64,762,C#CC(=O)CNCC#N,6.116221743014342,3.5249999999999995,10.65,14.081249999999999,7.125000000000001,False,True
65,783,C#CC(=O)N(C)C,4.059562542684679,29.049999999999997,18.925,5.212499999999999,10.124999999999996,False,False
66,794,C#CC(=O)N(C)CC=O,4.346910599364441,22.975,33.650000000000006,1.8562499999999957,10.675000000000004,False,False
67,798,C#CC(=O)N(C)O,3.4090444483539613,45.375,38.95,4.618749999999999,6.424999999999997,False,False
69,840,C#CC(=O)NC(C)C#C,3.538622275531906,42.3,42.0,2.043750000000003,0.29999999999999716,False,False
70,860,C#CC(=O)NCC(N)=O,3.4427272429844606,44.425,28.299999999999997,7.662500000000001,16.125,False,False
71,863,C#CC(=O)NCC1CO1,2.3678785424858337,70.05,52.325,9.8125,17.724999999999994,False,False
72,872,C#CC(=O)NCO,3.348381886451556,46.725,35.0,2.9125000000000014,11.725000000000001,False,False
73,878,C#CC(=O)NSS,3.092899717969087,52.325,48.5,5.643750000000004,3.825000000000003,False,False
74,892,C#CC(=O)OC1(C)CC1,1.8192590623158544,82.69999999999999,93.77499999999999,3.0875000000000057,11.075000000000003,False,False
75,899,C#CC(=O)OC=N,0.6705482079511959,97.775,88.825,7.193749999999994,8.950000000000003,False,False
76,902,C#CC(=O)OCC,2.112161076005031,76.125,83.89999999999999,1.6812499999999915,7.7749999999999915,False,False
77,909,C#CC(=O)OCC1CN1,0.5329473307720045,98.5,89.625,3.5374999999999943,8.875,False,False
78,913,C#CC(=O)OCCBr,1.3380482797272526,90.925,81.525,3.924999999999997,9.399999999999991,False,False
79,916,C#CC(=O)OCCC=O,2.8081021446026733,59.75,50.4,5.781250000000007,9.350000000000001,False,False
80,947,C#CC(=O)c1ncno1,2.193613341707203,73.925,64.325,3.8562499999999957,9.599999999999994,False,False
81,949,C#CC(=O)c1nnon1,3.1998607159636436,49.675000000000004,51.275000000000006,2.450000000000003,1.6000000000000014,False,False
84,965,C#CC(C#C)C#N,3.6444625866913585,39.425,36.4,5.318750000000001,3.0249999999999986,False,False
85,999,C#CC(C#C)NCC#N,4.147115265860808,27.125,19.55,3.9250000000000007,7.574999999999999,False,False
86,1003,C#CC(C#C)OC(C)C,1.5257544030162942,87.775,96.25,0.3125,8.474999999999994,False,False
87,1020,C#CC(C#CC)C(N)=O,4.483979152885899,20.075000000000003,37.25,4.087499999999999,17.174999999999997,False,False
88,1044,C#CC(C#N)(CC)CO,3.0793055159789704,52.825,39.425,1.1499999999999986,13.400000000000006,False,False
89,1069,C#CC(C#N)C(C)OC,3.961257086154425,31.474999999999998,16.0,1.8812500000000014,15.474999999999998,False,False
90,1093,C#CC(C#N)CC,3.891538122982058,33.6,24.05,4.237500000000001,9.55,False,False
91,1094,C#CC(C#N)CC#CC,3.712002318331968,37.5,25.674999999999997,4.9687500000000036,11.825000000000003,False,False
92,1118,C#CC(C#N)COCC,3.31342873329668,47.5,23.599999999999998,7.618749999999999,23.900000000000002,False,False
93,1120,C#CC(C#N)N(C)C=O,3.5674568743630672,41.525,26.700000000000003,11.675,14.824999999999996,False,False
94,1161,C#CC(C(N)=O)C(C)O,4.439539469451334,20.849999999999998,32.9,4.6875,12.05,False,False
95,1162,C#CC(C(N)=O)C(N)=O,2.898137823662443,57.574999999999996,42.975,10.193750000000001,14.599999999999994,False,False
96,1171,C#CC(C)(C#C)C1CO1,1.4293300159142963,89.275,96.1,1.4812500000000028,6.824999999999989,False,False
100,1208,C#CC(C)(C)C(=O)C=O,1.1585069848348484,93.475,98.4,0.26249999999998863,4.925000000000011,False,False
101,1244,C#CC(C)(C)OC(N)=O,1.9057379410877024,81.05,79.4,3.4437500000000085,1.6499999999999915,False,False
102,1260,C#CC(C)(C=O)OC,1.3759284607447697,90.025,70.675,5.356250000000003,19.35000000000001,False,False
103,1311,C#CC(C)(O)C(F)(F)F,2.1091369925441183,76.275,73.15,6.75624999999998,3.125,False,False
104,1326,C#CC(C)(O)CNC=O,3.5482722953045185,42.025,36.725,2.9125000000000014,5.299999999999997,False,False
105,1360,C#CC(C)C(=O)CC,2.3676002071282554,70.075,71.025,1.5874999999999915,0.9500000000000028,False,False
106,1388,C#CC(C)C(C)=O,2.355190590267937,70.42500000000001,68.35,1.8812500000000085,2.075000000000017,False,False
107,1396,C#CC(C)C(C)OC,1.2700957842337417,91.825,90.45,1.4499999999999886,1.375,False,False
108,1397,C#CC(C)C(C)OC=N,3.94524883290285,31.874999999999996,34.475,7.049999999999997,2.600000000000005,False,False
109,1475,C#CC(C)CC(N)C#N,2.9456479208381965,56.35,36.875,3.306250000000002,19.475,False,False
110,1494,C#CC(C)CNC(C)=O,3.7092084369737575,37.574999999999996,49.6,2.456249999999997,12.025000000000006,False,False
111,1496,C#CC(C)CNC=O,3.932149073479265,32.475,38.824999999999996,3.799999999999997,6.349999999999994,False,False
112,1500,C#CC(C)COC(C)=O,2.201589100597866,73.8,94.72500000000001,1.5,20.92500000000001,False,False
113,1519,C#CC(C)N(C=O)CC,4.109590499337687,27.800000000000004,30.4,1.78125,2.5999999999999943,False,False
114,1536,C#CC(C)NC(=O)NC,3.4742216947773232,43.875,38.7,5.568750000000001,5.174999999999997,False,False
115,1541,C#CC(C)NC=O,3.5405635343935447,42.275,45.025,3.893749999999997,2.75,False,False
116,1578,C#CC(C)OCC(C)C,1.4558931012113736,88.725,96.05,1.3062500000000057,7.325000000000003,False,False
117,1587,C#CC(C)OCCC=O,2.967549589114083,55.95,57.975,3.3499999999999943,2.0249999999999986,False,False
118,1610,C#CC(C=O)C1COC1,2.9567488417232113,56.25,65.60000000000001,3.2562500000000085,9.350000000000009,False,False
119,1612,C#CC(C=O)CC#N,5.201295004784949,10.075000000000001,26.200000000000003,7.168749999999996,16.125,False,False
121,1631,C#CC(C=O)OC(C)=O,2.5418071253934564,65.675,66.75,2.0062499999999943,1.0750000000000028,False,False
122,1691,C#CC(CC)C1CO1,1.8975675067837432,81.22500000000001,92.675,1.6312500000000085,11.449999999999989,False,False
124,1744,C#CC(CCC)OCC,0.9332779270767934,96.025,98.125,0.5374999999999943,2.0999999999999943,False,False
125,1758,C#CC(CCl)OC=O,2.2934903026089373,71.7,70.0,8.17499999999999,1.7000000000000028,False,False
126,1797,C#CC(CO)NC(N)=O,2.7532133071901,61.1,51.05,5.637500000000003,10.050000000000004,False,False
127,1817,C#CC(COC)C(C)O,1.319824939742199,91.14999999999999,89.825,2.906249999999986,1.3249999999999886,False,False
130,1882,C#CC(N)C#CC(N)=O,3.3265694466500775,47.225,40.45,4.243749999999999,6.774999999999999,False,False
131,1925,C#CC(NC=O)C(C)C,3.6381327703890953,39.6,31.775,3.8625000000000043,7.825000000000003,False,False
132,1983,C#CC(O)C(=N)NC=O,3.8915168552349497,33.625,25.25,5.893749999999997,8.375,False,False
133,2025,C#CC(O)C(C)C(N)=O,3.616903045101389,40.075,27.425,5.906249999999993,12.650000000000002,False,False
134,2044,C#CC(O)C(O)C(N)=O,3.724876786713376,37.2,13.475000000000001,6.231250000000003,23.725,False,False
135,2105,C#CC(O)CC(C)=O,4.020821987200803,29.975,44.375,4.237499999999997,14.399999999999999,False,False
136,2109,C#CC(O)CC(N)=O,3.74459652538354,36.775000000000006,41.475,3.6812499999999986,4.699999999999996,False,False
137,2123,C#CC(O)CCNC=O,4.011881410901276,30.25,42.1,3.8249999999999957,11.850000000000001,False,False
138,2132,C#CC(O)CNC(N)=O,2.776097951915855,60.475,36.15,7.893749999999997,24.325000000000003,False,False
139,2146,C#CC(O)COCC=O,3.8526056584977297,34.449999999999996,63.425,5.893750000000004,28.975,False,False
140,2231,C#CC1(C#C)COC1=N,2.2589422265957992,72.35000000000001,84.325,2.8500000000000085,11.974999999999994,False,False
141,2232,C#CC1(C#C)COC1=O,3.846198608311855,34.625,40.725,3.706249999999997,6.100000000000001,False,False
142,2249,C#CC1(C#CC#N)CN1,6.109420192151688,3.55,4.3999999999999995,1.9187500000000002,0.8499999999999996,True,True
143,2260,C#CC1(C#N)C(C)N1C,5.448649119703582,7.85,27.775,4.212499999999999,19.924999999999997,False,True
144,2278,C#CC1(C#N)CC1C,4.553520381743616,18.55,11.125,2.8437499999999982,7.425000000000001,False,False
145,2283,C#CC1(C#N)CC1N,4.367604171789597,22.6,8.0,2.0,14.600000000000001,True,False
146,2360,C#CC1(C(C)=O)CC1,2.191001314352493,74.05000000000001,68.75,1.5,5.300000000000011,False,False
147,2371,C#CC1(C(C)C#N)CC1,4.288484280691898,24.349999999999998,33.175,3.2562500000000014,8.825,False,False
148,2432,C#CC1(C)C=CCCO1,1.3648483419403754,90.225,93.8,1.1562500000000142,3.575000000000003,False,False
149,2444,C#CC1(C)CC(=O)N1C,3.922448620156887,32.7,31.874999999999996,4.331249999999997,0.8250000000000064,False,False
150,2456,C#CC1(C)CC(O)C1=O,2.404956355440404,69.15,74.95,1.5187499999999972,5.799999999999997,False,False
151,2575,C#CC1(C)OC1C(C)C,2.0936362667173043,76.725,85.05,1.6624999999999943,8.325000000000003,False,False
152,2599,C#CC1(C)OCC1O,2.5821214127072296,65.125,91.025,2.575000000000017,25.900000000000006,False,False
153,2662,C#CC1(CC(N)=O)CC1,3.435817453011029,44.75,34.525,2.956249999999997,10.225000000000001,False,False
154,2785,C#CC1(N)C(C)C1C#N,3.120819240679602,51.55,20.05,3.224999999999998,31.499999999999996,False,False
155,2788,C#CC1(N)C=CNC1=O,3.060673703499236,53.27499999999999,49.425000000000004,8.193749999999994,3.849999999999987,False,False
156,2849,C#CC1(O)CC1NC=O,4.29285948143508,24.25,26.0,8.406250000000004,1.75,False,False
157,2854,C#CC1(O)CC=CC1=O,3.167856915576966,50.4,45.675,3.65625,4.725000000000001,False,False
158,2863,C#CC1(O)CCOC1=N,2.7475296832136067,61.199999999999996,64.275,4.387499999999996,3.07500000000001,False,False
159,2923,C#CC1(OC)CCOC1,1.692862837855371,85.075,85.39999999999999,0.8750000000000142,0.32499999999998863,False,False
160,2932,C#CC1(OC=N)CC1,3.619229914630533,39.975,55.50000000000001,3.4125000000000014,15.525000000000006,False,False
161,2952,C#CC1(OCCC)CC1,1.081547464883005,94.3,98.875,1.0562500000000057,4.575000000000003,False,False
162,2953,C#CC1(OCCO)CC1,1.954956457364168,80.15,87.45,2.9750000000000085,7.299999999999997,False,False
163,2976,C#CC1=C(N)COC1=O,7.60943905947381,0.42500000000000004,0.17500000000000002,0.29374999999999996,0.25,True,True
164,2985,C#CC1=CC(=O)C(=O)N1,6.698970253061231,1.525,1.0250000000000001,0.4374999999999999,0.4999999999999998,True,True
165,2993,C#CC1=CC(=O)CCN1,5.440910529238522,7.875,4.25,0.5187500000000007,3.625,True,True
166,3103,C#CC1=CS1,2.1791044417096805,74.35000000000001,78.475,2.1812500000000057,4.124999999999986,False,False
167,3140,C#CC1=NNC(C)S1,2.4330602966639603,68.25,79.475,3.831249999999997,11.224999999999994,False,False
168,3142,C#CC1C(=N)OC1(C)C,3.1016765178982872,52.1,50.2,2.66875000000001,1.8999999999999986,False,False
170,3146,C#CC1C(=N)OC1CC,2.844391019459639,58.9,60.9,3.418750000000003,2.0,False,False
171,3363,C#CC1CC(=N)N1C=O,4.669904491628242,16.900000000000002,18.75,3.7875000000000014,1.8499999999999979,False,False
172,3371,C#CC1CC(=NO)CO1,1.2015354862935832,92.95,95.35,0.21250000000000568,2.3999999999999915,False,False
173,3372,C#CC1CC(=O)C(=N)N1,4.098262399464989,28.199999999999996,10.674999999999999,1.9937499999999986,17.525,False,False
174,3390,C#CC1CC(=O)C1O,2.062924305685883,77.64999999999999,71.45,2.5875000000000057,6.199999999999989,False,False
175,3421,C#CC1CC(C#N)C1,3.7254587726609,37.175000000000004,32.05,4.90625,5.125000000000007,False,False
176,3516,C#CC1CC1(C)C#N,3.903259154060072,33.324999999999996,30.15,7.462500000000002,3.174999999999997,False,False
177,3554,C#CC1CC1CC(N)=O,4.171485223354061,26.575,25.6,3.4750000000000014,0.9749999999999979,False,False
178,3568,C#CC1CC1OC(C)=N,2.3283973406881513,71.025,81.89999999999999,1.8187500000000085,10.874999999999986,False,False
179,3611,C#CC1CCC(=O)OC1,4.385031445892017,22.2,13.55,3.693749999999996,8.649999999999999,False,False
180,3616,C#CC1CCC(C#N)O1,4.4305103326411555,21.05,9.8,1.4125000000000014,11.25,True,False
181,3642,C#CC1CCC1OC=O,4.511253216575447,19.425,15.625,2.7062500000000007,3.8000000000000007,False,False
182,3655,C#CC1CCCCC1=O,3.181576966136382,50.0,46.45,1.0437500000000028,3.549999999999997,False,False
183,3721,C#CC1CN(C(C)=O)C1,3.8416309507843143,34.65,24.15,5.974999999999998,10.5,False,False
184,3757,C#CC1CN=C(C)OC1,1.3209760021608044,91.125,92.35,0.8499999999999943,1.2249999999999943,False,False
185,3820,C#CC1COC(=S)C1,4.328984836024019,23.474999999999998,10.475,1.487499999999999,12.999999999999998,False,False
186,3920,C#CC1CSC(=O)S1,4.40862442891286,21.525,8.6,2.0375000000000014,12.924999999999999,True,False
187,3931,C#CC1N=CN(C)C1=O,3.26846133859947,48.525,57.425000000000004,2.387500000000003,8.900000000000006,False,False
188,3945,C#CC1N=COCC1C,2.5298998813363296,65.925,71.8,2.250000000000014,5.875,False,False
189,3950,C#CC1NC(=N)OC1C,3.788360205387987,35.575,35.575,5.006250000000001,0.0,False,False
190,4023,C#CC1NCC1(C)C#N,3.1112122369916264,51.775000000000006,25.424999999999997,7.268749999999997,26.35000000000001,False,False
191,4024,C#CC1NCC1(N)C#N,3.619859670033505,39.95,31.85,11.225000000000001,8.100000000000001,False,False
192,4029,C#CC1NCC1OC=O,5.22943475008688,9.425,15.25,5.731249999999996,5.824999999999999,False,True
193,4056,C#CC1OC(=N)CC1C,3.3226932596705168,47.349999999999994,48.9,1.9312499999999986,1.5500000000000043,False,False
194,4100,C#CC1OC(C)C1(C)O,2.596131307203192,64.775,80.575,2.5875000000000057,15.799999999999997,False,False
195,4112,C#CC1OC(C)CC1=O,2.466743732947678,67.35,75.375,2.09375,8.025000000000006,False,False
196,4206,C#CC1OC1CCl,0.356986420332577,99.25,87.825,6.15625,11.424999999999997,False,False
197,4211,C#CC1OC1COC=O,5.385004013421203,8.325000000000001,17.724999999999998,13.01875,9.399999999999997,False,True
198,4293,C#CC1OCCC(C)O1,2.279497528909467,71.925,83.45,2.8874999999999886,11.525000000000006,False,False
199,4364,C#CCC#CCC(C)=O,2.6171174226958627,64.17500000000001,68.45,1.90625,4.2749999999999915,False,False
200,4375,C#CCC#N,3.710036370671552,37.55,29.349999999999998,5.093750000000007,8.2,False,False
201,4376,C#CCC(=C)C#N,3.664690381779058,38.85,36.7,6.993749999999999,2.1499999999999986,False,False
202,4398,C#CCC(=O)C(=O)CO,1.6179149948449074,86.275,95.0,1.3562499999999886,8.724999999999994,False,False
203,4415,C#CCC(=O)C(N)=O,1.619598622357381,86.225,91.45,0.9562499999999972,5.2250000000000085,False,False
204,4421,C#CCC(=O)C(O)O,2.5639360981266233,65.45,77.825,2.4312500000000057,12.375,False,False
205,4430,C#CCC(=O)C1CCO1,1.8630239903720431,81.77499999999999,70.775,3.7562500000000014,10.999999999999986,False,False
206,4443,C#CCC(=O)CC(C)=O,2.092143316277575,76.775,86.125,5.4375,9.349999999999994,False,False
207,4466,C#CCC(=O)N1CCC1,4.228583734489057,25.224999999999998,20.549999999999997,5.693749999999998,4.675000000000001,False,False
209,4477,C#CCC(=O)NCC#N,4.099666366088916,28.15,31.574999999999996,4.918750000000003,3.424999999999997,False,False
210,4478,C#CCC(=O)NCC=O,3.668404679622049,38.675,37.025000000000006,4.818750000000001,1.6499999999999915,False,False
211,4479,C#CCC(=O)NCCC,3.353864440421724,46.550000000000004,42.35,3.9562500000000043,4.200000000000003,False,False
212,4484,C#CCC(=O)OC(C)C,1.9150184654696865,80.975,80.55,3.875000000000014,0.42499999999999716,False,False
213,4485,C#CCC(=O)OC1CC1,1.7925587044532687,83.075,76.1,4.668750000000003,6.9750000000000085,False,False
214,4497,C#CCC(C#C)C(N)=O,3.5909778807352555,40.849999999999994,40.975,5.387499999999996,0.1250000000000071,False,False
215,4565,C#CCC(C)C#N,3.610678551188616,40.25,30.349999999999998,5.268749999999997,9.900000000000002,False,False
216,4585,C#CCC(C)CC#N,3.685222781672852,38.2,35.8,5.9999999999999964,2.4000000000000057,False,False
217,4586,C#CCC(C)CC(C)=O,2.99977404516438,54.900000000000006,66.825,3.043750000000003,11.924999999999997,False,False
218,4595,C#CCC(C)N(C)C=O,4.370302134332643,22.55,23.875,5.024999999999999,1.3249999999999993,False,False
219,4599,C#CCC(C)NC=O,3.625435126177029,39.800000000000004,38.800000000000004,4.224999999999994,1.0,False,False
220,4616,C#CCC(C=O)C(N)=O,1.363041453363134,90.3,76.225,5.393749999999997,14.075000000000003,False,False
221,4638,C#CCC(CCC)OC,1.0720538966066429,94.45,97.125,0.5250000000000199,2.674999999999997,False,False
222,4641,C#CCC(CO)C(N)=O,4.392829169168219,22.05,41.099999999999994,2.299999999999997,19.049999999999994,False,False
223,4658,C#CCC(F)CF,0.4709282042156618,98.825,84.575,3.8999999999999915,14.25,False,False
224,4682,C#CCC(O)C(=O)C=O,1.7179909024374966,84.6,87.85,1.7125000000000057,3.25,False,False
225,4700,C#CCC(O)CC#N,4.957508522790444,12.725,24.825,8.293750000000003,12.1,False,False
226,4706,C#CCC(O)CNC=O,3.376824849439077,46.2,43.875,8.212499999999999,2.325000000000003,False,False
227,4716,C#CCC(OC)C1CN1,2.1721532672766455,74.52499999999999,82.95,2.3999999999999915,8.425000000000011,False,False
228,4791,C#CCC1(CCO)CO1,1.3133196051291678,91.225,88.6,5.8812500000000085,2.625,False,False
229,4811,C#CCC1(OC)CC1,1.6655558037913227,85.45,95.95,0.7374999999999972,10.5,False,False
230,4827,C#CCC1=CCCOC1,1.7651626852760542,83.675,91.07499999999999,1.4000000000000057,7.3999999999999915,False,False
231,4861,C#CCC1C=CCCO1,2.065232830655485,77.55,88.8,0.6875,11.25,False,False
232,4945,C#CCC1COC(=O)C1,4.459707119905409,20.549999999999997,12.35,1.206249999999999,8.199999999999998,False,False
233,5027,C#CCC1OCC1C=O,1.2229304212984764,92.55,81.85,4.693749999999994,10.700000000000003,False,False
234,5056,C#CCCC(=O)C(C)C,2.585077851565992,65.025,66.10000000000001,2.4187499999999957,1.0750000000000028,False,False
235,5073,C#CCCC(=O)OC,1.8634074027471583,81.75,91.625,1.7624999999999886,9.875,False,False
236,5078,C#CCCC(C#N)C=O,2.2636361273862295,72.2,48.35,3.2437499999999986,23.85,False,False
237,5121,C#CCCC1(O)COC1,1.1524699635080005,93.7,89.325,2.2687500000000114,4.375,False,False
238,5136,C#CCCC1CCOC1,1.5201483945777672,87.9,94.475,0.9312499999999915,6.574999999999989,False,False
239,5168,C#CCCCC(C)C#N,3.519783909779936,42.75,31.324999999999996,7.643749999999997,11.425000000000004,False,False
240,5177,C#CCCCC1COC1,1.6797281601219678,85.275,82.65,2.262500000000003,2.625,False,False
241,5199,C#CCCCOC1CC1,1.6405668895550862,85.85000000000001,92.30000000000001,1.28125,6.450000000000003,False,False
242,5231,C#CCCNC(=O)CC,3.7913638859743974,35.525,30.5,5.318750000000001,5.024999999999999,False,False
243,5247,C#CCCOC(=O)CO,3.518028660611196,42.8,64.47500000000001,2.450000000000003,21.67500000000001,False,False
244,5287,C#CCCOCCCO,2.6781263976780583,62.775000000000006,84.22500000000001,4.999999999999986,21.450000000000003,False,False
245,5293,C#CCF,1.9587218453263309,80.0,82.425,1.9749999999999943,2.424999999999997,False,False
247,5323,C#CCN(C=O)C=O,5.8980137531349,4.9,28.225,13.787499999999998,23.325000000000003,False,True
248,5336,C#CCN(S)C(=O)O,2.401836936576868,69.22500000000001,89.0,4.081249999999983,19.77499999999999,False,False
249,5362,C#CCN=C(C)NC=O,1.4102192877687016,89.55,58.699999999999996,1.9312499999999986,30.85,False,False
250,5391,C#CCN=COC(C)C,3.000722740244084,54.85,67.05,1.1687500000000028,12.199999999999996,False,False
251,5401,C#CCN=NC(N)=O,4.396129023857638,21.95,49.8,6.174999999999997,27.849999999999998,False,False
252,5404,C#CCNC(=N)C(C)=O,2.0200373501724727,78.675,85.425,7.125000000000014,6.75,False,False
254,5420,C#CCNC(=O)CC,3.386224420736028,46.050000000000004,49.475,3.237499999999997,3.424999999999997,False,False
255,5425,C#CCNC(=O)CCO,2.1028321466376703,76.47500000000001,56.599999999999994,3.0,19.875000000000014,False,False
256,5434,C#CCNC(=O)NC=N,2.386833139264391,69.625,45.425,4.299999999999997,24.200000000000003,False,False
258,5452,C#CCNC(C)=O,3.528095467380993,42.575,45.475,1.15625,2.8999999999999986,False,False
259,5476,C#CCNCC(O)C#N,5.530338965508287,7.225,16.05,3.6499999999999986,8.825000000000001,False,True
260,5483,C#CCOC#N,4.791800667016292,14.924999999999999,9.375,2.1374999999999993,5.549999999999999,True,False
263,5523,C#CCOC(=O)CP=O,2.5387247264263393,65.7,37.55,4.2124999999999915,28.150000000000006,False,False
264,5524,C#CCOC(=O)CS,2.3946100119301525,69.35,87.15,3.562499999999986,17.80000000000001,False,False
265,5537,C#CCOC(=S)Cl,2.6738435423524023,62.9,53.825,3.762500000000003,9.074999999999996,False,False
